Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3,X2,F7,F8,X1,A2,T6,T4
295.7894,-1761.9,1786.5,391.5,-1536,-212.1,-136.8,-1286.4,245.1,-2889.9,35.4,76.2,-276.3,-432.6,-221.7,-962.1,-498.9,-9.9,-18.6,-503.1,-624.3,-18.3,390.3,-252.9,281.4
295.7928,-1762.5,1781.7,386.7,-1546.2,-220.8,-155.7,-1296.3,244.2,-3334.5,35.1,53.7,-297,-429,-219.6,-958.2,-504.3,-9.9,-18.6,-502.8,-632.1,-18.6,384.9,-256.5,269.1
295.7961,-1766.1,1781.4,384.6,-1539.6,-220.8,-162.9,-1301.1,241.5,-3408.6,29.4,65.7,-292.2,-440.4,-223.5,-961.5,-506.1,-9.9,-18.9,-513.6,-636.3,-18,392.7,-259.2,266.7
295.7994,-1762.8,1784.4,386.1,-1538.1,-199.2,-157.8,-1300.5,245.7,-2889.9,36.9,59.7,-294.3,-434.4,-216,-964.2,-515.4,-9.6,-18.3,-512.4,-615.3,-18.3,400.8,-261.3,268.8
295.8028,-1763.7,1785,391.2,-1541.4,-215.4,-160.8,-1305.9,240.9,-2297.1,32.7,62.4,-301.5,-436.2,-219.9,-962.7,-508.2,-9.9,-18.6,-510,-636,-18,396.6,-261.6,265.8
295.8061,-1759.8,1789.8,394.2,-1543.8,-219.3,-159.3,-1302.6,246.9,-2371.2,44.4,46.2,-298.8,-421.2,-215.7,-955.8,-497.1,-9.3,-18.9,-503.1,-624.6,-18.3,401.7,-254.4,270.9
295.8094,-1755.3,1794.3,404.1,-1537.5,-207.3,-150.9,-1295.7,253.8,-2964,48.9,59.4,-293.7,-417.3,-216.6,-960.6,-509.1,-9.9,-18.9,-496.2,-603.3,-18.3,410.1,-251.7,277.8
295.8128,-1750.8,1796.7,408.6,-1536.3,-201,-145.5,-1292.7,255.6,-3408.6,47.7,56.1,-285.3,-416.7,-213.3,-956.1,-503.1,-9.6,-18.6,-497.1,-605.4,-18,402.9,-248.7,281.4
295.8161,-1752,1790.7,397.8,-1536.3,-201,-143.1,-1287.3,252,-3334.5,43.8,76.2,-288.3,-429,-214.5,-957.3,-495,-9.3,-18.9,-513.3,-613.5,-17.7,411.9,-240.6,286.5
295.8194,-1756.8,1790.4,392.4,-1538.7,-201.9,-150,-1296,250.5,-2889.9,39,69.6,-287.4,-430.5,-216,-954,-495,-9.6,-18.9,-509.4,-611.1,-18,404.4,-248.7,273.9
295.8228,-1759.5,1788,392.1,-1540.8,-204,-147,-1297.5,250.8,-2371.2,37.5,63.3,-303,-436.2,-222.9,-964.8,-501.3,-9.6,-18.6,-516.6,-611.7,-18,405,-251.4,268.8
295.8261,-1756.8,1785.6,388.8,-1541.7,-203.4,-142.8,-1300.2,247.2,-2371.2,34.8,66.3,-287.7,-425.4,-222.6,-958.8,-495,-9.6,-18.9,-520.8,-620.1,-18,400.2,-249.6,283.2
295.8294,-1756.8,1786.5,395.1,-1545,-210.6,-149.7,-1300.2,247.5,-2964,26.4,40.8,-319.5,-425.4,-221.1,-970.5,-502.2,-10.2,-18.9,-525,-639.9,-18,388.8,-250.8,272.4
