Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3,X2,F7,F8,X1,A2,T6,T4
144.8433,70.5,292.5,-339.3,-812.4,-1940.1,-1452.6,1149.6,-121.2,741,-434.1,-1034.7,-1452.6,-635.1,-491.4,-537.6,-829.2,-8.4,-24.9,-520.2,-864.3,-15.9,-151.2,-1138.5,-551.7
144.8467,65.4,290.7,-349.2,-819.6,-1962.6,-1454.7,1142.4,-252,-8225.1,-437.4,-1039.2,-1475.1,-642.3,-501.9,-544.8,-832.8,-8.1,-25.2,-528.6,-875.1,-15.9,-153,-1143.6,-558
144.85,68.1,289.2,-352.2,-821.4,-1975.8,-1457.4,1148.7,-302.7,-10522.2,-440.4,-1029.6,-1467.6,-640.8,-500.1,-544.8,-831,-8.4,-24.9,-525.9,-876.6,-15.9,-159,-1144.8,-561
144.8533,67.8,289.2,-355.2,-825.9,-1977,-1463.1,1147.8,-276,-7854.6,-443.7,-1032,-1462.2,-643.8,-499.2,-548.7,-837.6,-8.4,-25.2,-534.3,-872.7,-15.9,-162.9,-1148.4,-561.9
144.8567,66.9,290.7,-349.8,-822.6,-1963.5,-1463.7,1152.6,-213,-3038.1,-438,-1006.2,-1466.7,-643.5,-499.5,-547.5,-837,-8.4,-25.2,-524.1,-875.7,-15.3,-157.5,-1143.6,-561.3
144.86,71.7,290.4,-355.2,-824.7,-1950.9,-1457.1,1149.6,-124.5,2741.7,-435.6,-1012.8,-1467.6,-639.3,-496.2,-542.7,-832.8,-8.4,-25.2,-523.5,-875.1,-15.6,-158.4,-1143,-560.7
144.8633,71.7,293.4,-351,-822,-1947.9,-1452.9,1150.8,-127.8,666.9,-434.1,-1028.1,-1459.2,-639.6,-498.9,-542.4,-831,-8.7,-25.2,-524.7,-868.5,-15.3,-147.9,-1141.2,-552
144.8667,68.7,290.7,-349.8,-825,-1968,-1455,1146.3,-250.2,-8225.1,-435,-1045.2,-1460.1,-639.6,-499.8,-542.4,-830.4,-8.1,-24.9,-514.5,-872.4,-15.9,-155.1,-1141.2,-552.9
144.87,72.3,296.1,-344.7,-819,-1971.3,-1450.2,1149.9,-305.1,-10818.6,-428.1,-1019.1,-1449,-634.5,-490.8,-539.1,-830.7,-8.1,-25.2,-513,-865.5,-15.6,-146.1,-1137.6,-555.6
144.8733,75.3,293.7,-342,-817.2,-1963.2,-1447.2,1151.4,-276.3,-8076.9,-418.2,-1006.5,-1448.4,-631.5,-486.9,-532.8,-827.4,-8.4,-24.9,-512.1,-862.8,-15.6,-145.5,-1131,-546.6
144.8767,72.9,290.7,-342,-816.9,-1953.9,-1451.4,1150.2,-214.5,-2964,-422.1,-999,-1449.3,-635.4,-487.8,-537.6,-824.7,-8.4,-24.6,-514.5,-859.2,-15.6,-153.6,-1130.7,-548.7
