Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3,X2,F7,F8,X1,A2,T6,T4
165.3333,-819.6,-14.4,-1924.8,46.8,-722.4,679.2,167.4,6321.3,-370.5,-255,-172.2,-516,420.6,-50.1,127.8,-272.4,-10.8,-3.9,1403.1,6291,-15.3,-422.1,-91.2,743.1
165.3367,-831,-14.1,-1911.3,56.7,-711,684.9,179.1,6322.8,-444.6,-256.8,-160.8,-504,315,-34.8,134.1,-275.4,-10.8,-4.5,1426.2,6302.4,-15.6,-452.7,-84.9,740.4
165.34,-819.6,-14.4,-1916.1,52.8,-709.2,685.8,175.8,6122.4,-1037.4,-333.6,-172.8,-508.2,366,-29.7,135.6,-278.1,-10.8,-3.9,1411.8,6306.3,-15.6,-422.1,-97.8,759.9
165.3433,-828.3,-14.7,-1926.6,47.1,-722.1,681.3,167.7,5926.2,-1704.3,-191.1,-180.6,-520.8,337.8,-28.8,133.8,-275.1,-11.1,-3.9,1402.2,6284.1,-15.3,-428.7,-101.1,765.6
165.3467,-815.1,-15.3,-1915.8,57.3,-713.7,686.1,173.1,5637,-2445.3,-225.9,-167.7,-510.6,339.9,-30.3,132.9,-270.9,-11.1,-4.2,1414.2,6287.4,-15.3,-438,-91.2,726.9
165.35,-819.6,-15,-1920.9,54.6,-711.3,666.3,176.1,5983.2,-1704.3,-236.1,-172.2,-511.2,346.8,-28.8,132.3,-271.8,-10.5,-3.9,1401,6296.4,-15.3,-384.3,-86.7,715.2
165.3533,-822,-15,-1908.3,68.1,-699.9,689.1,177.3,6572.7,-370.5,-238.5,-159,-500.7,389.7,-29.7,130.2,-276.6,-11.1,-4.2,1413.6,6305.7,-15.3,-388.8,-93,763.2
165.3567,-822.9,-15,-1925.1,44.1,-725.4,668.4,179.1,6479.4,-518.7,-259.5,-189.9,-533.7,352.8,-23.1,132.9,-271.8,-10.8,-3.9,1383.3,6266.1,-15.6,-397.8,-90.6,739.2
165.36,-824.7,-14.7,-1918.2,52.8,-714,671.7,181.8,6255.6,-1185.6,-258.6,-178.8,-521.1,322.5,-32.1,129,-267.6,-10.8,-3.6,1398.3,6282.9,-15.3,-422.7,-78.9,716.7
165.3633,-822.9,-14.7,-1909.2,66.9,-700.8,676.2,185.1,5938.2,-1704.3,-256.5,-164.1,-500.1,379.8,-30.3,125.7,-269.4,-10.8,-4.2,1404.6,6296.1,-15.6,-403.5,-75.6,742.5
165.3667,-822.3,-14.7,-1926,52.8,-716.4,674.7,181.5,5565.9,-2519.4,-237.6,-180.3,-519.9,317.4,-35.7,126.3,-267,-10.8,-3.9,1382.1,6269.7,-15.3,-421.8,-81,744.3
165.37,-811.5,-14.4,-1911.6,52.2,-722.1,671.1,175.5,5621.1,-1778.4,-237.9,-171.6,-523.2,370.8,-21,129.6,-271.2,-10.5,-3.9,1407.3,6256.2,-15.6,-419.1,-89.7,734.7
165.3733,-822,-14.7,-1932.6,42.3,-720.3,684.9,178.8,6068.1,-444.6,-267.6,-191.1,-529.8,329.4,-29.1,130.5,-268.5,-10.8,-3.9,1380.3,6263.7,-15.6,-392.4,-86.4,748.8
165.3767,-825.9,-14.7,-1938.6,27.3,-729.6,679.8,181.5,5755.5,-444.6,-233.1,-197.1,-540.9,323.7,-30.3,133.2,-267.9,-10.8,-3.9,1375.2,6251.1,-15.3,-457.2,-78.6,764.7
165.38,-813,-14.7,-1923.3,25.5,-723,676.2,170.4,5218.8,-1037.4,-261.3,-177.3,-523.2,361.5,-24.3,133.2,-272.7,-10.8,-3.6,1388.1,6262.2,-15,-432.6,-96,741
165.3833,-811.5,-15,-1932.9,-7.2,-733.5,678.3,171,4828.2,-1704.3,-248.1,-190.8,-538.8,387.3,-33,132.3,-264.9,-10.5,-4.2,1370.1,6242.4,-15.3,-413.7,-86.1,724.5
165.3867,-813.6,-14.4,-1938.9,-27.9,-731.4,678.3,165,4466.4,-2593.5,-309.3,-197.4,-535.5,374.7,-36.3,129.3,-267.9,-10.8,-3.9,1355.7,6249.6,-15.3,-419.7,-84.3,720.6
165.39,-813.3,-14.4,-1934.7,-50.1,-741.3,695.4,169.5,4693.5,-1778.4,-216.6,-190.2,-543,353.7,-34.2,134.4,-267.3,-10.8,-3.9,1371.9,6221.4,-15.3,-434.1,-86.1,738.9
165.3933,-809.4,-14.4,-1932.6,-65.4,-724.8,701.7,167.4,5274.6,-296.4,-202.5,-184.8,-525,316.5,-35.4,135.3,-267.9,-11.1,-3.9,1372.8,6255.3,-15.3,-414.6,-80.7,728.4
165.3967,-810.6,-15,-1935.3,-80.4,-717.9,733.2,179.7,5143.8,-444.6,-222,-190.2,-532.5,323.7,-45.9,135,-270,-11.1,-3.3,1365.6,6253.8,-15.3,-413.1,-84.3,798.6
165.4,-795.6,-15,-1931.1,-87.9,-737.7,692.4,165,4974.9,-1111.5,-265.5,-194.1,-543,429.9,-42,134.7,-269.4,-10.8,-3.9,1364.4,6235.2,-15.3,-468.9,-88.2,696.6
165.4033,-815.4,-14.1,-1939.2,-90.3,-726,718.2,174.9,4848,-1852.5,-282.6,-193.2,-528,356.1,-45.9,132,-267,-10.8,-4.2,1352.1,6253.5,-15.6,-398.1,-75.6,748.8
165.4067,-810.9,-14.7,-1941.3,-94.8,-733.5,711.6,168,4590.3,-2519.4,-293.7,-200.4,-533.7,339.3,-19.5,139.5,-273,-10.5,-3.9,1350.9,6243,-15.3,-405.6,-93.9,723.6
165.41,-809.4,-14.7,-1928.1,-84.6,-738.6,707.1,170.4,4896.9,-1852.5,-252.3,-196.8,-543.9,369.6,-22.2,139.8,-270.6,-11.1,-3.9,1364.7,6228.3,-15.3,-392.7,-87,709.5
165.4133,-818.4,-14.4,-1944.3,-84,-741.9,718.5,171.3,5594.4,-370.5,-252.6,-205.5,-539.4,342,-31.2,137.4,-267.6,-10.5,-4.2,1329.3,6236.1,-15.6,-391.2,-87.3,740.1
165.4167,-821.4,-14.4,-1932.3,-75,-742.2,726,173.4,5599.2,-518.7,-216,-195,-547.5,325.8,-27.6,137.4,-265.8,-10.5,-3.9,1361.4,6225,-15.6,-438.6,-79.2,731.7
165.42,-828.3,-14.1,-1933.5,-66.3,-740.4,714.6,164.1,5290.2,-1185.6,-195,-192.6,-541.8,323.1,-24,137.4,-269.1,-10.5,-4.2,1355.4,6228.3,-15.6,-417.9,-92.7,741.9
165.4233,-817.5,-14.4,-1924.2,-60.6,-736.8,723.3,161.7,5066.7,-1556.1,-236.1,-185.1,-540.3,357.9,-17.4,134.4,-269.1,-10.5,-4.2,1375.5,6228.3,-15.6,-390.6,-90.3,741.3
165.4267,-808.5,-14.4,-1927.8,-60.3,-738,719.7,162.6,4699.5,-2519.4,-226.8,-189.3,-537,374.7,-25.8,139.5,-265.5,-10.5,-4.2,1371.6,6235.5,-15.6,-406.2,-79.5,734.7
165.43,-809.1,-14.1,-1925.1,-53.4,-740.4,714.9,162.9,5060.4,-1704.3,-210.6,-186.9,-537.3,368.4,-24,138.6,-266.1,-10.8,-3.6,1376.4,6230.7,-15,-397.5,-80.1,715.8
165.4333,-810.9,-15,-1928.4,-52.5,-738,720.6,169.8,5475.9,-296.4,-221.1,-206.1,-550.5,332.4,-16.5,147.3,-266.7,-10.8,-3.9,1359.6,6229.5,-15,-384.6,-82.8,748.8
165.4367,-815.1,-14.7,-1922.7,-42.3,-738.3,711.6,167.1,5435.4,-444.6,-222.3,-194.7,-543,384.3,-30.9,142.2,-270.9,-10.8,-4.2,1357.5,6223.2,-15.3,-401.1,-87,722.7
165.44,-804.9,-14.4,-1915.8,-38.1,-749.1,695.1,163.5,5080.2,-1185.6,-245.1,-188.7,-548.1,431.4,-22.8,142.8,-271.8,-10.5,-3.9,1355.7,6209.4,-15.6,-404.4,-86.1,705
165.4433,-820.8,-14.4,-1938.9,-42.9,-740.4,704.4,163.2,4887,-1778.4,-279.3,-207,-545.4,280.5,-31.5,141.6,-266.7,-11.1,-3.9,1320,6219,-15.6,-402.9,-84.3,725.4
165.4467,-812.7,-14.4,-1938.6,-44.4,-748.8,692.1,161.7,4593.3,-2519.4,-273.3,-217.2,-558.6,335.4,-29.1,139.8,-269.1,-10.8,-3.9,1319.7,6202.5,-15.3,-411.3,-78,712.8
165.45,-822.6,-14.4,-1953.3,-50.7,-747.6,700.5,169.5,4858.2,-1778.4,-270,-221.1,-557.7,280.5,-35.4,143.4,-264.9,-10.8,-4.2,1308.6,6202.8,-15.3,-407.4,-79.2,745.2
165.4533,-806.7,-14.7,-1932,-51.9,-750.3,689.4,171,5217.6,-370.5,-221.7,-203.4,-559.2,335.4,-20.1,147.9,-269.7,-10.8,-3.9,1346.1,6187.5,-15,-437.4,-84.6,729.9
165.4567,-808.8,-14.4,-1945.8,-73.5,-750.9,678.9,168.3,5044.5,-444.6,-251.7,-217.8,-562.2,312.3,-18.9,147.9,-267.6,-10.5,-3.9,1319.7,6192.9,-15.3,-432.6,-78,729
165.46,-808.2,-14.7,-1938.3,-89.7,-744.6,685.2,167.7,4368.9,-1333.8,-209.1,-208.8,-553.5,341.4,-38.1,140.1,-263.7,-10.8,-4.2,1314.6,6195.6,-15.6,-412.5,-83.7,719.7
165.4633,-814.5,-14.4,-1945.2,-124.8,-757.8,672.3,166.8,4119.6,-1778.4,-237.9,-222.3,-569.7,373.5,-41.4,143.1,-264,-10.5,-4.2,1305.6,6174.3,-15.3,-395.7,-86.1,708.3
165.4667,-809.1,-15,-1929.3,-117.9,-737.7,681,175.5,3558,-2445.3,-276,-203.7,-548.1,370.2,-38.4,138.6,-264.3,-11.1,-3.9,1319.1,6197.7,-15.6,-381.9,-72.6,730.5
165.47,-806.4,-14.4,-1945.2,-134.7,-742.5,679.5,172.2,3768,-1704.3,-234.9,-215.7,-556.5,337.5,-39,141.6,-262.2,-11.1,-3.9,1304.1,6195.9,-15.6,-403.8,-82.2,741.3
165.4733,-792.6,-14.7,-1923,-129,-750,663.9,162,4312.8,-370.5,-205.8,-195.9,-556.8,366.6,-24,142.8,-270.6,-10.8,-4.2,1343.7,6176.4,-15.9,-439.5,-99,705.6
165.4767,-792,-14.7,-1937.7,-138.6,-761.4,643.8,158.7,4202.1,-444.6,-253.2,-209.4,-567.6,353.4,-30.9,142.2,-270.9,-10.8,-4.2,1316.1,6157.8,-15.3,-420,-95.1,680.7
165.48,-802.8,-14.7,-1952.7,-148.2,-750.3,667.5,168,3930.3,-1259.7,-253.2,-232.5,-573.6,340.2,-35.1,144.3,-270,-10.8,-3.9,1288.2,6170.4,-15.6,-411.6,-80.7,750
165.4833,-804.9,-15,-1950.6,-136.2,-744.6,663.3,162.9,3756,-1704.3,-234,-218.7,-562.5,297,-34.8,147,-268.5,-10.8,-4.2,1291.5,6182.1,-15.3,-394.5,-89.1,722.7
165.4867,-801.9,-15.3,-1948.2,-139.2,-767.1,658.8,166.5,3492.3,-2519.4,-249.3,-230.7,-578.7,353.1,-25.2,149.7,-267,-10.5,-3.9,1290.3,6148.5,-15.6,-434.7,-90.3,715.5
165.49,-796.2,-15,-1965.6,-141.6,-771.3,660.6,166.2,3836.1,-1630.2,-288.6,-244.8,-586.8,340.2,-13.2,152.7,-268.8,-11.4,-4.2,1266,6150.3,-15.3,-439.2,-94.2,730.8
165.4933,-803.4,-15,-1955.4,-126,-763.8,646.2,164.7,4472.1,-444.6,-203.4,-226.5,-576,321.9,-19.8,147,-272.7,-11.1,-3.6,1284.6,6162.3,-15.3,-405.6,-93,699.3
