Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3,X2,F7,F8,X1,A2,T6,T4
262.2194,-1685.7,-648.3,466.8,-1516.8,154.5,68.1,-1264.8,208.5,-3186.3,85.2,120.6,-188.7,-438.6,-180,-933,-503.7,-9.6,-18.6,-162.3,-176.7,-18,475.5,-153.6,394.2
262.2228,-1683.6,-646.8,459,-1520.1,151.2,65.4,-1267.2,206.4,-3556.8,87.6,140.1,-228.9,-429.9,-184.2,-938.4,-497.4,-10.2,-19.2,-153.9,-186.9,-18,494.1,-156.3,374.7
262.2261,-1685.4,-650.7,459,-1522.2,151.5,62.4,-1270.5,205.5,-3408.6,81.9,127.8,-179.4,-445.2,-182.7,-933.9,-495.9,-9.9,-18.9,-163.5,-200.1,-18.3,479.4,-153,371.7
262.2294,-1686,-656.1,456.3,-1527.9,139.8,50.1,-1281.9,198,-2964,77.1,139.5,-191.7,-455.7,-192,-939.6,-502.5,-9.9,-18.9,-176.1,-207.3,-17.7,477,-163.5,360
262.2328,-1685.7,-661.8,451.2,-1528.5,139.8,61.2,-1275.6,198.6,-2593.5,75.9,135.9,-188.1,-474.3,-188.4,-932.7,-496.5,-9.6,-19.2,-188.1,-174.3,-18,477,-161.4,368.4
262.2361,-1679.4,-647.7,458.4,-1524.9,147,65.1,-1270.8,207.6,-2593.5,78.6,141,-188.4,-463.5,-180.3,-935.7,-507.6,-9.6,-18.6,-168,-188.7,-18.3,475.8,-162.6,375.9
262.2394,-1679.1,-649.5,458.7,-1520.7,153.3,58.2,-1275.9,205.8,-3260.4,74.7,117.6,-205.5,-457.5,-190.2,-949.2,-523.2,-9.6,-19.2,-165,-180.6,-18.3,466.2,-166.2,383.4
262.2428,-1679.4,-653.4,453,-1527,148.8,48,-1269.9,200.7,-3334.5,76.5,134.4,-206.7,-458.1,-186.3,-937.2,-508.5,-9.6,-18.9,-175.5,-198.9,-18,473.1,-163.5,372.6
262.2461,-1679.7,-650.1,456.6,-1530.6,147,46.8,-1267.2,197.7,-3482.7,72.6,129.3,-203.4,-453.6,-189,-940.5,-512.1,-9.9,-18.9,-187.8,-192.6,-18.6,478.8,-167.4,374.4
262.2494,-1683.9,-647.1,459,-1525.2,145.8,55.8,-1268.4,198.9,-2815.8,82.8,136.5,-196.5,-442.2,-192.3,-939.9,-512.1,-9.3,-18.6,-173.4,-205.5,-18,465.3,-169.5,386.7
262.2528,-1683.3,-649.8,454.5,-1530,142.2,54,-1266.9,198.3,-2371.2,64.2,112.5,-190.2,-462.9,-190.8,-936.6,-514.8,-9.6,-19.2,-180,-192.9,-18,468.6,-165.3,371.4
262.2561,-1683.9,-651.3,457.2,-1530,139.2,43.5,-1268.7,198,-2593.5,76.5,118.8,-183.9,-478.5,-191.4,-942,-522.9,-9.6,-18.9,-172.2,-194.7,-18,459.9,-171.9,360
