Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3,X2,F7,F8,X1,A2,T6,T4
229.9194,225.6,800.1,1042.2,1016.4,775.2,956.1,402,2444.1,74.1,689.4,-102.6,525.3,-84,400.5,61.5,799.8,-8.4,-22.2,-1325.4,715.8,-15.9,973.2,474.3,169.5
229.9228,224.1,800.7,1046.1,1019.4,771.3,944.4,398.4,2836.2,1037.4,689.4,-115.8,515.4,-80.4,397.8,73.5,793.8,-8.7,-21.9,-1307.7,714.3,-15.9,973.8,486.6,151.8
229.9261,233.4,811.5,1057.2,1030.2,779.7,936.6,396.3,2878.2,592.8,692.4,-100.5,525.6,-58.8,403.2,64.2,793.8,-9,-22.5,-1292.7,723.6,-15.9,980.7,482.1,140.7
229.9294,249.3,825.3,1070.7,1040.7,793.8,964.2,419.4,2582.4,-148.2,711,-84.9,544.2,-42.9,423.9,60.9,819.9,-8.4,-21.9,-1285.5,739.2,-15.9,1011.6,514.2,176.7
229.9328,257.1,837.9,1082.7,1041.9,803.7,964.8,422.7,2250.9,-889.2,730.8,-87.6,540,-30.3,448.8,50.4,826.5,-9,-22.2,-1302.3,735.9,-15.9,1008.6,507.6,168.9
229.9361,259.5,838.8,1073.1,1035.9,810.6,979.2,429.9,2161.5,-666.9,731.7,-81,529.2,-24.6,455.7,52.2,824.7,-8.7,-21.6,-1337.7,738.9,-16.2,1011.9,536.7,210.6
229.9394,240.9,816.9,1053.6,1025.1,807,961.5,411.6,2437.5,222.3,705,-90.3,513.3,-49.2,427.2,61.2,816,-8.4,-22.5,-1323.6,727.8,-15.9,984,501.9,173.7
229.9428,243,815.4,1057.2,1027.2,799.2,941.4,399.3,2838.3,1037.4,703.8,-101.7,511.8,-53.7,419.7,81.9,804.3,-8.4,-21.9,-1296.3,735.6,-15.9,996.6,478.5,141
229.9461,246,809.7,1064.7,1038,805.5,963.9,416.1,2877.6,666.9,701.1,-108.9,520.2,-72.3,414,80.7,816.6,-9,-22.2,-1275.6,768.3,-15.9,987,526.2,188.4
229.9494,249.9,813.9,1074.3,1042.5,795,952.2,407.7,2578.8,-148.2,720.6,-90.6,547.5,-66.3,414,72,817.2,-9,-22.8,-1299.6,765.6,-16.2,1004.7,481.8,162.9
229.9528,252.9,826.8,1081.8,1041.6,795.9,961.8,419.1,2249.1,-963.3,717.9,-77.7,555,-34.5,419.4,49.5,835.5,-9,-22.2,-1309.8,731.7,-16.2,1004.4,495.9,176.4
229.9561,250.8,820.2,1073.7,1036.5,794.7,947.7,410.4,2160.3,-592.8,732.3,-81.9,548.1,-59.1,426,48.6,809.4,-8.7,-21.9,-1304.7,752.1,-15.6,1024.2,480,152.1
229.9594,238.2,800.1,1053,1021.8,786.3,948.3,404.4,2431.5,222.3,709.8,-103.2,504.9,-82.5,416.7,68.4,812.7,-9.3,-21.9,-1325.7,734.1,-16.2,993.6,494.7,167.1
229.9628,235.8,798.6,1057.8,1026.6,786.6,948.3,395.4,2823.3,1037.4,700.8,-129.6,517.2,-78.3,405.3,78.3,794.1,-8.7,-21.9,-1325.7,756.3,-15.9,982.8,487.2,153
229.9661,238.2,798.9,1052.1,1028.1,802.2,944.1,390.9,2856,741,710.4,-117.9,512.7,-68.4,414.3,76.5,799.5,-8.4,-22.5,-1315.8,687.3,-15.6,978.9,475.2,133.8
229.9694,248.7,820.2,1077.9,1048.2,813.6,957,410.4,2563.5,-148.2,719.4,-109.5,545.4,-47.4,421.5,54.9,810,-8.4,-22.2,-1293,753.6,-15.9,1009.5,506.7,169.5
229.9728,259.5,840,1085.7,1048.5,799.5,953.4,410.1,2234.4,-889.2,720.9,-78.3,559.5,8.7,451.8,40.5,809.1,-8.7,-21.9,-1293,825.3,-15.9,1010.7,495.3,161.7
229.9761,244.5,817.2,1063.5,1032.9,789.9,957,408.3,2136.9,-666.9,705.9,-96,548.4,-51.9,428.1,39.3,815.7,-8.4,-22.2,-1365.3,832.8,-15.9,1003.2,496.2,175.8
229.9794,243.6,816.9,1060.5,1018.2,782.1,944.1,396.3,2409.6,296.4,717.6,-105.9,498.9,-49.2,450.9,61.8,802.2,-8.7,-22.5,-1363.8,770.7,-16.2,986.7,497.1,139.2
