Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3,X2,F7,F8,X1,A2,T6,T4
316.02,-1216.5,-1400.7,-1635.9,-1123.8,-452.1,-1308.6,57.9,-1227,-2815.8,-1703.7,-2183.1,-2459.7,-1828.8,-1635.9,-720.6,-393.3,-15,3.6,-1949.1,-1776.3,-22.2,-1594.2,-4191.6,-393.9
316.0233,-1220.1,-1404.6,-1642.2,-1128,-439.8,-1316.1,50.4,-1233.3,-2889.9,-1707.9,-2196,-2473.5,-1839.9,-1642.2,-724.2,-400.8,-15.3,3.3,-1939.2,-1815.3,-22.5,-1593.3,-4201.2,-396.3
316.0267,-1227.6,-1413.9,-1651.2,-1133.7,-451.8,-1315.5,46.8,-1237.5,-3260.4,-1714.2,-2186.4,-2485.8,-1857.9,-1646.1,-738.3,-403.8,-14.7,3.6,-1947.9,-1809.9,-21.9,-1599.6,-4209.6,-399.3
316.03,-1224.3,-1408.8,-1649.4,-1125,-446.1,-1313.4,50.1,-1232.1,-3038.1,-1706.7,-2176.8,-2476.5,-1863.3,-1648.8,-742.8,-407.4,-15,3,-1948.8,-1810.2,-22.5,-1598.7,-4215.3,-392.7
316.0333,-1234.2,-1427.1,-1682.4,-1139.1,-459.3,-1333.2,31.8,-1242.6,-2519.4,-1734.9,-2193.9,-2504.1,-1850.7,-1645.2,-737.4,-420.6,-15,3.6,-1990.5,-1848.3,-21.9,-1626.3,-4230.9,-426.3
316.0367,-1229.4,-1414.8,-1662.3,-1139.7,-456.9,-1332.6,28.8,-1242.9,-2519.4,-1735.2,-2210.1,-2519.7,-1843.8,-1650.6,-744.3,-421.8,-15,3.6,-1993.5,-1865.7,-22.8,-1624.8,-4235.1,-430.8
316.04,-1219.5,-1398,-1630.5,-1119.6,-440.4,-1326,37.5,-1233,-2593.5,-1694.7,-2177.1,-2480.7,-1812.3,-1634.4,-738,-416.1,-15,3.6,-1963.5,-1818,-22.5,-1608.6,-4230.9,-421.8
316.0433,-1220.4,-1410,-1633.2,-1121.4,-442.5,-1330.5,39,-1236,-2889.9,-1716,-2175.6,-2478.9,-1824.6,-1638,-736.5,-402.6,-15.3,3,-1957.8,-1836,-22.5,-1608.3,-4233,-421.8
316.0467,-1227,-1422.9,-1647,-1132.8,-451.2,-1350,34.5,-1239.6,-3260.4,-1725.6,-2192.7,-2491.8,-1838.1,-1640.7,-732.3,-409.2,-15,3,-1983.3,-1855.2,-22.5,-1636.8,-4243.2,-428.7
316.05,-1227.6,-1415.1,-1655.1,-1122.6,-444.9,-1333.8,43.5,-1231.5,-2964,-1716.9,-2179.8,-2478.3,-1832.1,-1650.6,-745.2,-415.2,-14.4,3.6,-1977.6,-1839.9,-21.9,-1615.8,-4241.1,-419.1
