Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3,X2,F7,F8,X1,A2,T6,T4
197.9428,-3321.6,572.1,559.2,930.3,2462.7,-468.6,-2577,922.8,5631.6,975,1795.5,1796.1,179.7,435.6,15.3,432.3,-9.3,-24.3,4802.7,1944.6,-18,486,-959.4,794.7
197.9461,-3377.4,545.7,528.9,904.8,2428.5,-467.7,-2575.2,914.4,741,980.1,1798.8,1797.9,181.2,437.1,18.9,429.6,-9.3,-24.6,4813.5,1947.9,-18.6,486.9,-947.7,793.2
197.9494,-3422.1,553.5,517.5,893.4,2417.1,-470.7,-2579.4,911.7,222.3,976.5,1794.3,1787.7,179.4,431.7,16.5,420.3,-9.6,-24.3,4793.7,1936.8,-18,481.5,-949.5,789.9
197.9528,-3394.2,594,537,902.7,2442.3,-462.3,-2576.1,931.8,5853.9,976.8,1800.3,1783.5,180,435.6,19.5,418.2,-9.3,-24.3,4799.4,1939.2,-18.6,481.8,-953.4,794.1
197.9561,-3328.2,610.5,553.5,915,2465.7,-461.7,-2575.8,935.4,11781.9,962.7,1771.5,1758.6,166.8,429.6,13.8,439.2,-9,-24.6,4773.3,1919.7,-18.6,464.1,-956.4,779.1
197.9594,-3295.5,590.1,558,920.1,2468.7,-454.8,-2571.6,929.1,10966.8,952.5,1772.7,1767.6,156,423.9,4.5,453.9,-9.3,-24.3,4774.2,1912.8,-18.6,453.9,-946.8,781.2
197.9628,-3325.8,551.4,537.9,910.5,2448.9,-455.1,-2578.5,911.1,5631.6,959.7,1768.2,1772.4,162.9,427.2,10.5,443.4,-9.6,-23.7,4775.1,1922.4,-18.3,466.2,-952.5,786.3
197.9661,-3377.4,543.3,525.9,898.5,2427.6,-448.2,-2582.4,907.2,741,985.5,1789.2,1781.4,184.8,437.7,21.6,421.5,-9.9,-24.3,4794.6,1937.4,-18,486.9,-946.2,797.7
197.9694,-3419.1,554.1,515.1,885,2415.6,-449.4,-2588.1,906.9,296.4,981.3,1794,1777.5,189,432,22.5,432,-9.6,-24.6,4789.5,1916.4,-18,482.4,-945.6,792.6
197.9728,-3396.9,583.5,528.3,889.2,2428.2,-453,-2595,919.5,5928,969.6,1782.3,1772.7,176.1,431.4,18.6,425.7,-9.3,-24.3,4766.4,1908,-18,474.6,-964.2,789.6
197.9761,-3326.7,607.5,549,908.1,2454.3,-450.9,-2594.1,925.2,11856,960,1768.5,1756.5,164.4,428.4,6,447.6,-9.6,-24.6,4778.4,1912.2,-17.7,454.5,-957.6,784.8
197.9794,-3285,597,568.8,932.1,2478.3,-431.1,-2589.3,927.3,10966.8,967.8,1782.3,1764,162.6,430.2,1.2,446.7,-9.3,-24.6,4779.9,1920,-18,463.2,-943.5,784.8
197.9828,-3305.4,569.4,557.7,927,2459.4,-418.5,-2587.5,919.5,5557.5,986.1,1799.7,1774.8,177,441,6.6,434.1,-9.6,-24,4799.7,1934.7,-18,489,-939,788.7
197.9861,-3360.6,550.8,537.6,914.4,2439.6,-415.2,-2603.1,912.9,741,1003.2,1802.7,1790.7,189.3,447.6,24.3,417,-9.6,-24.9,4801.5,1939.5,-18.9,506.7,-960.3,798.3
197.9894,-3393,572.7,542.1,914.4,2436.3,-407.1,-2604.6,922.5,296.4,1013.7,1816.8,1806,209.4,454.5,24.6,399,-9.6,-24.6,4810.2,1959,-18,507,-965.7,816.9
197.9928,-3371.4,603.9,552.6,919.2,2452.8,-407.4,-2605.5,933.9,6002.1,996.6,1790.7,1789.8,201.9,444.3,20.4,413.1,-9.3,-24.3,4800.3,1945.2,-18.3,492,-966.9,803.1
197.9961,-3304.5,618,567,932.7,2481,-404.4,-2608.8,938.1,11856,984.9,1781.4,1778.4,181.2,444.6,17.1,432.6,-9.6,-24,4792.2,1935.9,-18,484.2,-967.8,785.1
197.9994,-3268.8,592.5,567.6,936,2483.7,-396.6,-2608.2,928.2,10966.8,978.9,1782.9,1775.4,175.8,441.3,11.7,437.7,-9.6,-24.6,4783.8,1924.8,-18.3,476.4,-961.2,793.8
198.0028,-3298.2,554.4,550.8,924,2457.9,-393.9,-2616.9,915.6,5705.7,983.4,1787.4,1769.7,181.2,444.6,9.9,426,-9.3,-24.6,4785,1922.7,-18.3,486.9,-958.2,799.5
198.0061,-3356.7,533.1,528.9,906.9,2433,-389.4,-2615.4,904.2,666.9,985.5,1789.2,1779.9,189,438.3,15.6,418.5,-9.6,-24.3,4791.3,1925.4,-18.3,492.9,-947.4,807.6
198.0094,-3402,536.7,520.2,893.7,2421.6,-385.8,-2615.1,904.8,296.4,982.8,1787.1,1777.8,180.6,431.7,17.7,420.6,-9.6,-24.6,4779,1926.6,-18,483.3,-940.2,807.3
198.0128,-3382.5,570.6,534.6,907.2,2448.3,-378,-2619.9,919.5,5853.9,977.1,1789.8,1762.5,174.6,425.7,11.4,422.1,-9.3,-24.6,4781.1,1924.8,-18,473.4,-946.5,804
198.0161,-3311.7,595.8,562.2,923.1,2476.8,-374.4,-2627.4,930,11856,956.1,1769.7,1746.6,163.5,426,6.9,435,-9.3,-24.9,4767.9,1903.2,-18,459,-956.1,780.6
198.0194,-3273.6,573.9,567.3,930,2475.6,-362.7,-2629.8,927.3,10892.7,956.1,1767,1755.3,162,423.9,-2.1,440.4,-9,-24.6,4760.7,1901.7,-18,454.5,-959.7,782.7
198.0228,-3306,529.8,541.5,910.8,2445.3,-360.6,-2636.4,907.5,5557.5,959.7,1765.8,1749,156.9,418.2,0,444.9,-9.6,-24.6,4773,1911.9,-18.3,453.3,-955.5,790.8
198.0261,-3363.3,518.7,517.2,893.1,2417.1,-359.4,-2642.1,895.5,518.7,975.3,1770.6,1755.9,175.5,422.7,6.9,427.2,-9.6,-24.6,4769.4,1915.5,-18,468.3,-952.8,795.6
198.0294,-3391.2,539.1,519,894.9,2423.7,-350.7,-2649,907.5,370.5,987.9,1786.5,1770.9,183.6,434.4,14.1,398.7,-9.3,-24.6,4781.4,1930.8,-18,486.6,-958.8,807
198.0328,-3373.8,568.2,527.7,896.7,2436.9,-352.2,-2649,916.2,6002.1,971.7,1775.1,1753.5,166.8,427.2,4.5,426,-9.3,-24.6,4756.8,1908,-18.3,470.4,-962.7,793.2
198.0361,-3302.1,593.1,552,916.5,2467.8,-348.3,-2657.1,926.1,11856,963.3,1756.8,1721.7,163.8,425.4,-0.6,430.5,-9.6,-24.9,4743,1892.1,-18,456.6,-966.3,783.3
198.0394,-3266.4,576.3,566.7,932.1,2473.2,-340.8,-2661.6,921.6,10966.8,967.2,1765.8,1745.7,165.3,424.8,-13.5,418.2,-9.3,-24.3,4761.9,1900.8,-18,456.9,-966,782.4
198.0428,-3287.7,547.8,558.3,929.4,2456.4,-335.7,-2664.9,914.7,5557.5,981,1777.2,1761.6,182.4,438.3,-3,405.3,-9.6,-24.6,4777.2,1913.1,-18,476.1,-969,791.7
198.0461,-3356.4,515.7,522.6,903.9,2428.8,-327.9,-2670.3,901.2,741,976.8,1771.8,1751.7,170.1,426.3,1.5,417.3,-9,-24.3,4765.8,1914.9,-18.3,473.1,-954.6,786
198.0494,-3392.4,523.2,516.6,897.6,2419.2,-321.6,-2673.3,904.5,444.6,974.4,1774.2,1746.6,174.9,426.3,5.7,413.4,-9.3,-24.3,4757.1,1900.2,-18.3,478.8,-951.9,785.1
198.0528,-3369,565.2,536.7,909,2436.3,-311.4,-2678.7,924,6002.1,976.2,1768.8,1749.3,170.7,426.3,-2.4,409.8,-9,-24.6,4746.9,1899.9,-18.6,468.9,-963.3,788.7
198.0561,-3298.5,594.6,565.5,933.9,2469.6,-309.9,-2688,933.9,11856,964.8,1770,1734.9,170.1,428.4,-4.8,415.8,-9.3,-24.6,4768.5,1884.9,-18.3,459.9,-980.7,789
198.0594,-3267.9,568.2,564.6,933.9,2472,-303.9,-2689.5,924,10892.7,966.3,1762.2,1735.2,152.1,422.7,-13.8,423.3,-9.9,-24.3,4742.1,1884,-18.6,459.3,-967.8,788.1
198.0628,-3299.1,532.8,542.1,925.8,2451.3,-295.8,-2693.4,908.7,5409.3,959.4,1763.4,1732.5,176.4,417.9,-18.9,416.1,-9.6,-24.3,4763.1,1888.8,-18,464.1,-966.9,788.1
198.0661,-3354.9,512.4,530.1,912.6,2429.4,-290.4,-2697.9,905.4,592.8,975.9,1776.6,1742.7,170.7,418.2,-14.4,404.4,-9,-24.3,4768.8,1890.3,-18.3,472.5,-960.9,795.3
198.0694,-3396.9,515.7,513.3,899.1,2421.3,-295.8,-2697,906,296.4,967.2,1778.1,1733.7,164.4,414.9,-8.7,407.1,-9.9,-24.9,4755,1901.7,-18,473.7,-950.7,801.3
198.0728,-3373.8,557.1,533.7,907.5,2439,-291,-2706,922.5,5853.9,963.6,1752.6,1734.6,169.2,418.2,-5.7,408.3,-9.6,-24.6,4756.5,1900.8,-18,467.4,-969,800.1
198.0761,-3311.7,570.9,547.5,918.3,2462.1,-282.9,-2705.7,925.8,11781.9,942.3,1746,1707.3,146.7,406.8,-19.5,432.3,-9.6,-24.6,4735.8,1874.1,-18.6,448.2,-963,794.7
198.0794,-3270,553.2,559.8,934.2,2472.6,-267.6,-2710.5,927,11040.9,955.5,1749.3,1717.8,147.9,414.3,-17.7,433.2,-9.6,-24.3,4729.8,1876.2,-18,455.7,-964.5,789.9
198.0828,-3300.3,519.6,544.5,923.7,2447.1,-261.6,-2717.4,911.4,5483.4,965.1,1755.9,1716,159.6,413.1,-21.9,421.5,-9.6,-24.6,4715.1,1886.4,-18.3,464.1,-964.5,793.8
