Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3,X2,F7,F8,X1,A2,T6,T4
83.97,609.3,1416.9,1416.9,2057.1,1517.7,688.5,858.9,2937,889.2,973.8,291,696.9,-0.6,669,-112.5,1051.8,-8.7,-20.1,-8.1,285.6,-15.6,1224,718.5,676.2
83.9733,609.9,1407.9,1383,2042.4,1627.5,701.7,867.3,2576.1,-148.2,965.1,334.2,696.9,6.9,670.8,-137.4,1065,-8.4,-20.1,163.5,126,-15.3,1216.2,714.6,670.2
83.9767,612.6,1413,1369.8,2055.9,1598.4,693.6,874.8,2178.3,-741,980.4,210.3,685.8,11.7,662.1,-170.7,1070.4,-8.7,-19.5,10.2,248.1,-15.3,1237.2,728.4,669.9
83.98,624.9,1435.8,1413.6,2050.8,1528.2,702.6,874.2,1981.2,-889.2,1009.8,251.7,814.5,16.2,689.4,-179.4,1050.9,-8.7,-20.1,-19.5,338.1,-15.6,1242.9,698.1,682.5
83.9833,603.3,1417.5,1428,2051.4,1635.6,729.6,878.1,2244.6,0,980.1,246.9,692.1,-13.8,662.1,-162.9,1045.8,-8.7,-19.5,23.4,276.9,-15.3,1191.6,745.5,699.3
83.9867,603.3,1394.1,1395.6,2068.2,1686.9,733.2,868.5,2762.4,1037.4,988.8,316.2,629.7,-25.2,672,-138.3,1038.9,-8.7,-20.4,245.1,123,-15.3,1181.7,723.6,687
83.99,615.9,1403.7,1327.5,2050.8,1556.1,693,860.7,2914.5,963.3,990.9,298.8,711,23.1,688.5,-124.2,1044.3,-9,-20.1,183,236.1,-15.6,1202.7,701.1,684.6
83.9933,619.2,1407.3,1364.1,2034.9,1493.1,671.1,855.3,2575.8,74.1,1002.6,293.1,766.8,9.3,705.9,-147.3,1056,-9,-20.1,182.7,378,-15.6,1223.7,682.5,636.3
83.9967,609,1405.5,1358.4,2021.4,1527,673.5,861.6,2136.6,-889.2,997.5,294.6,728.4,-3.9,679.8,-167.1,1065.3,-8.7,-19.8,124.8,320.1,-15,1215,695.1,642.9
84,610.5,1412.1,1399.5,2016.3,1534.2,672,858.9,1937.7,-963.3,994.8,225,711,12.6,684.3,-172.5,1056.6,-8.4,-19.8,181.5,297.9,-15.6,1201.2,702.3,634.2
84.0033,602.7,1393.8,1368,1996.2,1577.7,677.4,855.9,2192.4,0,951.3,199.2,628.5,-11.1,692.4,-144.9,1068.3,-8.7,-20.1,42.9,250.2,-15,1185.6,714,639.9
84.0067,603,1408.2,1432.5,2022.3,1588.5,702,856.8,2713.2,1037.4,944.4,54,585,12.3,676.8,-152.7,1040.1,-8.7,-20.4,149.4,226.5,-15.9,1181.1,719.7,671.4
84.01,606.3,1405.8,1424.7,2030.4,1625.7,715.2,860.4,2874,815.1,931.2,179.7,540.9,38.1,678.6,-150.3,1028.4,-8.7,-20.1,250.2,139.5,-15.3,1204.2,753,687.6
84.0133,606.9,1396.5,1415.4,2044.2,1590.3,693.9,842.7,2571.6,0,964.5,224.4,718.2,-22.8,655.5,-162.3,1022.1,-9,-19.8,275.7,134.7,-15,1204.8,670.5,654
84.0167,612.3,1403.4,1424.7,2032.5,1583.7,695.4,852.3,2155.8,-815.1,999.6,345.3,691.8,-25.2,666.3,-176.1,1048.8,-8.7,-19.8,240.6,81.6,-15.6,1195.2,690.9,660.6
84.02,610.8,1406.7,1438.2,2019.3,1563.3,704.4,868.5,1973.1,-889.2,987.9,249.3,701.1,-30.3,671.7,-179.4,1055.4,-8.7,-20.4,188.7,202.2,-15.3,1213.8,734.1,677.1
84.0233,612.3,1411.2,1438.2,2007.3,1546.2,691.8,846.3,2244.3,0,978.9,214.2,680.1,-12,684,-157.2,1042.5,-9,-20.4,299.1,140.4,-15.6,1221.3,665.1,659.7
84.0267,600.6,1414.8,1449,2009.4,1564.5,688.5,837.3,2732.4,1037.4,952.5,169.8,696.3,-10.8,655.5,-141.3,1031.1,-8.7,-20.1,263.1,144.3,-15.3,1204.5,667.8,648.9
84.03,600.9,1410.3,1464.3,2013.6,1646.4,707.4,840.6,2872.5,889.2,945.9,81.6,574.2,-44.1,653.4,-137.7,1027.8,-8.7,-20.1,265.8,103.5,-15.6,1200.9,672,646.8
84.0333,610.5,1425.3,1513.5,2019.6,1631.1,713.4,858.9,2542.8,74.1,957.9,153.3,588.9,-9.9,676.8,-159.3,1055.4,-9.3,-20.4,244.5,119.7,-15.9,1200,720.3,668.1
84.0367,607.8,1420.8,1453.8,1993.5,1527.3,700.5,868.8,2117.4,-741,970.2,253.5,677.7,20.7,691.8,-178.8,1080.3,-8.4,-20.1,343.5,186.3,-15,1189.8,776.1,667.2
84.04,613.5,1439.7,1479.9,1995.6,1543.2,720.6,864,1941.3,-963.3,984,124.8,748.5,34.2,691.2,-190.8,1038.6,-9,-20.1,354.6,236.4,-15.6,1198.5,745.8,686.7
84.0433,593.7,1406.4,1482,1974.3,1631.4,709.2,848.7,2190,-74.1,964.8,213.6,601.2,-74.4,661.8,-164.4,1030.8,-8.4,-20.1,224.1,31.5,-15.6,1182.3,711.6,642
