Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3,X2,F7,F8,X1,A2,T6,T4
116.7633,1942.5,-698.4,880.8,2332.8,2111.7,2250.6,609.3,1344.6,-1185.6,636,-562.2,-322.2,1001.7,2518.2,-1158.3,360.9,-15,3.3,-1374,-468,-22.5,736.5,-1105.5,-18
116.7667,1947,-671.4,896.4,2349.9,2169.9,2275.5,621.6,1363.2,-1111.5,669.3,-585,-279.9,982.8,2514.9,-1163.7,351,-15,3.3,-1403.4,-509.1,-22.8,765.6,-1102.5,-32.4
116.77,1958.4,-658.2,920.7,2367.6,2154.9,2287.8,633.9,1379.1,-1333.8,679.5,-521.1,-216.3,1010.7,2532.9,-1167.9,348.3,-15.3,3.9,-1406.4,-561,-22.5,780.6,-1091.1,-15.6
116.7733,1953.9,-663.6,849.9,2353.8,2139.6,2270.4,627.3,1364.1,-1407.9,670.5,-516.9,-235.5,1019.4,2526.9,-1176.6,342.9,-15,3.9,-1386.6,-419.1,-22.5,768.6,-1083.6,-7.2
116.7767,1954.2,-673.5,900,2338.8,2136.3,2270.7,627.6,1359.3,-1852.5,658.8,-581.1,-302.7,1017.9,2538,-1174.8,341.1,-15.3,3.3,-1458,-475.8,-22.8,761.7,-1076.4,4.2
116.78,1943.4,-700.8,840.3,2340.3,2222.7,2265.9,627,1357.8,-1556.1,657.3,-624.6,-390.3,990.9,2508.3,-1176.3,346.8,-15,3.6,-1494,-553.2,-22.8,751.8,-1077.6,-27
116.7833,1952.7,-680.4,919.8,2344.2,2143.2,2260.2,626.7,1359.3,-1185.6,654.3,-523.8,-239.7,1017.6,2539.2,-1179.9,346.2,-15.9,3.9,-1412.4,-471.6,-22.8,764.1,-1090.2,-27.3
116.7867,1953.6,-677.1,897.6,2342.1,2171.1,2265.9,629.1,1354.5,-1185.6,641.4,-522.9,-299.7,1014.6,2547,-1173.6,353.4,-15.3,3.6,-1400.1,-568.2,-22.5,741.6,-1086,-23.4
116.79,1951.2,-676.2,893.7,2343.6,2168.1,2253.3,628.5,1353.6,-1259.7,654.6,-537.6,-307.2,997.5,2502,-1168.5,361.5,-15.3,3.3,-1411.2,-471.6,-22.5,765.9,-1082.7,-7.2
116.7933,1944,-704.4,849.3,2330.7,2136.9,2252.1,622.8,1347.9,-1482,658.8,-558.6,-248.7,977.1,2478.3,-1159.5,364.2,-15.3,3.6,-1429.5,-494.4,-22.5,751.8,-1089,-33.9
116.7967,1950,-695.1,879.9,2332.2,2150.1,2262.6,618,1350,-1926.6,642.3,-573.9,-302.4,1016.1,2495.1,-1167.6,356.7,-15.3,3.6,-1419.9,-529.5,-22.2,765,-1110,-53.1
116.8,1949.4,-707.7,858.6,2324.4,2099.1,2240.1,612,1347,-1482,659.7,-553.8,-256.2,1011.6,2487.9,-1158.9,357,-15,3.6,-1407.3,-467.7,-22.8,761.1,-1119,-31.2
116.8033,1939.8,-703.2,870,2313,2085,2233.2,598.5,1340.7,-1185.6,637.2,-569.7,-261.9,985.2,2490.3,-1165.2,351.3,-15.3,3.3,-1423.2,-458.7,-22.5,746.1,-1125.9,-41.4
116.8067,1947.6,-711.3,886.5,2312.7,2130,2249.4,601.2,1345.2,-1259.7,638.1,-609.6,-331.2,970.5,2488.2,-1147.5,367.5,-15.3,3.3,-1493.1,-506.4,-22.8,750.3,-1122,-42
116.81,1956,-709.8,851.1,2332.2,2195.4,2267.1,611.1,1352.1,-1259.7,656.7,-584.7,-318,995.7,2496.9,-1155,371.4,-15.3,3.6,-1489.8,-521.1,-22.8,761.1,-1124.7,-58.5
116.8133,1954.2,-723,884.4,2338.8,2201.7,2267.4,609,1350.3,-1482,657.6,-569.1,-303,989.1,2494.2,-1164.9,363.3,-15.3,3.9,-1459.8,-548.4,-22.8,765.9,-1131,-41.1
