Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3,X2,F7,F8,X1,A2,T6,T4
214.8028,-40.5,-107.1,-97.2,-379.8,-154.5,-285.3,-521.1,-341.1,-592.8,-130.2,-570.9,-539.4,-535.2,-195.6,-126.9,-317.7,-9,-20.1,-371.4,-259.5,-14.7,-13.5,-494.1,-587.7
214.8061,-40.5,-117,-98.1,-379.8,-154.8,-283.8,-521.4,-353.7,-2519.4,-131.1,-594.6,-541.2,-523.5,-193.5,-126.6,-315.9,-8.4,-20.1,-378,-261.3,-14.4,-12.3,-494.1,-582.6
214.8094,-37.5,-106.8,-95.4,-376.8,-152.7,-277.8,-520.2,-374.1,-3705,-118.5,-596.1,-538.2,-521.4,-190.2,-123.9,-315,-8.4,-19.8,-361.5,-257.7,-14.4,-3.6,-488.4,-568.2
214.8128,-37.8,-109.5,-100.8,-379.2,-149.7,-279.6,-517.5,-350.7,-1185.6,-125.7,-582.9,-536.1,-521.4,-189.3,-125.7,-315,-8.1,-20.1,-357.9,-262.8,-14.4,-5.4,-489,-570.9
214.8167,-36.9,-111.3,-102.9,-382.5,-149.1,-280.8,-514.2,-338.7,-889.2,-133.8,-582.6,-540.9,-534,-191.7,-126.3,-316.2,-8.4,-19.8,-366.9,-264.6,-14.1,-13.8,-493.2,-572.1
214.82,-40.2,-118.5,-109.5,-388.5,-160.8,-288,-525,-358.5,-2223,-140.7,-594.3,-550.5,-526.5,-196.5,-129.6,-317.7,-8.7,-19.8,-379.2,-270.6,-14.7,-18.9,-498.6,-585
214.8233,-39.6,-120.3,-108.3,-389.1,-156.9,-286.2,-523.8,-343.5,-444.6,-139.8,-570,-553.5,-524.7,-198.9,-130.5,-318.6,-8.1,-19.5,-381.6,-275.7,-14.4,-21.3,-494.4,-584.1
214.8267,-37.5,-116.4,-102.3,-381,-154.8,-280.2,-523.8,-349.2,-2297.1,-137.4,-599.1,-547.5,-518.1,-194.4,-127.5,-319.5,-8.4,-20.1,-370.8,-272.4,-15,-11.4,-493.8,-578.4
214.83,-37.8,-117,-97.5,-379.2,-158.7,-277.2,-520.2,-374.7,-3927.3,-133.2,-613.5,-549.9,-518.7,-195.6,-129.3,-320.1,-8.1,-19.8,-372.3,-268.5,-14.7,-16.2,-497.1,-581.1
214.8333,-37.8,-121.5,-100.8,-380.1,-159.6,-280.5,-521.4,-351.9,-1407.9,-137.7,-591.3,-560.4,-520.8,-193.8,-131.1,-320.7,-8.4,-20.4,-370.2,-267.3,-14.7,-18.6,-501,-585.3
