Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3,X2,F7,F8,X1,A2,T6,T4
105.0933,392.4,788.1,-11.1,48.6,-214.5,194.1,468.3,1215.3,-51203.1,903.3,-276.3,441.9,570.6,564.6,745.8,-46.2,-9.3,-14.7,302.4,110.7,-13.2,919.8,1760.1,605.1
105.0967,432,868.2,34.8,122.1,-1675.2,254.7,523.8,671.1,-175394.7,936,-243,464.4,622.2,580.2,797.1,12.9,-9,-14.7,342.6,147.3,-12.9,950.7,1811.7,660.3
105.1,433.8,866.7,17.7,109.8,-2050.2,265.2,533.7,529.2,-186732,919.5,-265.5,432.9,617.4,580.5,789.6,5.1,-8.4,-14.4,325.8,127.8,-12.6,923.7,1803.6,634.8
105.1033,400.8,763.5,-137.4,-35.1,-1093.2,208.5,539.7,852.9,46608.9,713.4,-458.4,233.4,492.3,513,658.5,-81.3,-8.7,-14.1,121.2,-72.3,-12.6,723.3,1689.9,482.4
105.1067,359.1,678,-195,-112.8,364.2,147.6,491.4,1397.1,178062.3,671.7,-511.8,174.3,432.3,482.4,605.1,-123.9,-8.4,-14.4,69.6,-123.6,-13.2,684.9,1645.2,444
105.11,360,679.8,-177.9,-102.3,807,135.3,465.3,1562.1,195327.6,699.6,-497.4,210.6,440.1,486.6,612.3,-131.7,-8.7,-14.4,82.5,-106.8,-12.9,711.3,1640.7,446.7
105.1133,396,779.7,-25.8,49.5,-198,192.3,460.8,1224.9,-48757.8,906.6,-304.8,414.3,570.3,553.8,747.6,-49.5,-9,-14.7,277.5,93,-13.5,918,1754.7,599.4
105.1167,442.5,865.2,27,133.2,-1661.7,255.9,519.3,679.8,-175617,941.4,-268.2,450.3,621.9,598.5,804.6,5.1,-9,-14.4,315,126.9,-12.9,953.4,1810.2,653.4
105.12,450.3,871.8,16.8,128.4,-2045.7,256.5,537.3,546,-186435.6,924.9,-276,435.6,623.7,595.8,797.7,3,-9,-14.4,303.6,105.3,-12.9,936.3,1807.5,644.7
105.1233,421.2,778.5,-128.4,-10.8,-1088.4,205.5,540,870.6,45942,727.5,-462.3,243.9,502.8,533.1,666.3,-64.5,-9,-14.1,120,-84,-12.3,731.7,1699.5,501.6
