Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3,X2,F7,F8,X1,A2,T6,T4
147.0628,32.1,-262.5,771,1492.2,717.3,1359,569.4,380.1,1037.4,205.5,-80.1,994.2,255.6,-106.5,-393.3,699.9,-64.2,-72.6,58.8,633,-70.2,1123.8,123.6,865.5
147.0661,32.1,-266.7,765.3,1486.2,704.7,1352.7,564,374.7,666.9,196.2,-83.4,1034.4,254.7,-105.6,-396,728.4,-64.8,-72.9,54,672.6,-70.2,1151.1,150.3,889.5
147.0694,33.9,-267.9,765,1486.2,707.7,1359,564.3,375.6,1482,204.6,-84,1009.2,262.2,-107.7,-399.6,716.4,-63.9,-72.6,53.4,676.8,-70.5,1145.1,135.6,877.2
147.0728,36.3,-263.1,760.8,1480.2,709.5,1357.5,566.7,375.6,2741.7,199.8,-82.5,933.9,271.2,-108,-392.1,654,-63.3,-71.4,53.4,606.3,-69.6,1074.3,75.9,817.5
147.0761,34.2,-259.2,767.4,1488,722.7,1365.6,566.4,376.5,3038.1,205.5,-87,895.2,264.6,-108.6,-396.6,609,-63,-71.4,54,558.3,-68.7,1033.2,28.5,765.6
147.0794,33.9,-259.2,770.1,1485,713.1,1362.3,566.1,379.8,2148.9,189.3,-83.7,1108.5,261.3,-109.8,-398.1,830.4,-65.7,-74.4,52.2,789.9,-71.7,1241.4,244.2,981.9
147.0828,31.5,-258.3,772.2,1489.5,709.5,1358.4,561.6,377.7,1185.6,210.9,-75.6,1011.6,274.5,-112.8,-400.8,703.5,-64.5,-72.6,56.4,669,-69.9,1125.6,126.9,862.5
147.0861,33.3,-249.3,778.5,1493.1,711.3,1360.5,566.4,381.9,741,209.7,-76.5,1002.3,273,-105,-396,701.7,-63.9,-72.3,62.4,658.2,-69.9,1134.9,127.8,867
147.0894,34.8,-254.1,776.7,1494.6,707.7,1359.9,568.8,384,1482,203.7,-75.3,1000.5,262.5,-106.2,-395.7,703.5,-63.9,-72,58.5,661.2,-70.2,1129.8,126,870.9
147.0928,30.9,-261.6,769.2,1488.6,722.1,1357.2,564,378,2815.8,199.8,-87.3,1039.2,264,-102.9,-395.1,747.6,-65.1,-72.9,48.6,700.8,-70.5,1167.6,170.4,907.8
147.0961,29.7,-259.5,766.5,1488.3,717.6,1358.1,560.1,376.2,3112.2,203.1,-92.7,996,273,-115.8,-400.8,692.4,-64.2,-72,48.3,656.4,-69.9,1121.7,113.7,852.3
147.0994,23.7,-257.7,771.3,1484.7,710.4,1357.5,564.6,378.9,2074.8,207,-89.1,997.8,281.4,-119.4,-401.1,715.5,-64.5,-72.9,50.4,672,-70.2,1143.3,137.1,879.3
147.1028,24.3,-258.9,770.4,1485.9,712.8,1356.9,565.2,381.6,1185.6,201.3,-76.8,993.3,259.2,-120,-408,699,-64.5,-72.9,53.1,630,-70.2,1122.6,121.5,861.6
147.1061,20.4,-270.6,763.5,1483.2,705,1357.5,565.8,376.5,666.9,196.8,-84,1045.2,239.7,-115.5,-405.6,745.5,-64.2,-72.6,42,674.7,-70.5,1161.3,164.1,903
147.1094,21.3,-274.5,756,1480.2,708,1352.7,564,379.2,1556.1,183.6,-108,898.5,240,-119.7,-405,621,-63,-71.1,42,577.8,-69.3,1048.8,39.6,781.5
147.1128,20.1,-266.4,756.3,1476.3,700.8,1352.4,562.2,374.1,2741.7,196.5,-101.4,962.7,261.6,-121.2,-403.8,684.3,-64.2,-72.3,44.1,652.8,-69.9,1110.6,105.6,846.3
147.1161,19.8,-265.8,750,1474.8,711,1356,559.2,375.9,2964,190.8,-98.1,1011,235.8,-126.9,-402.3,723,-65.1,-72.9,39.6,685.5,-70.5,1143.3,136.2,875.1
147.1194,18.6,-272.1,751.5,1470,698.7,1348.5,558,373.5,2148.9,191.7,-99.9,1079.4,235.5,-123,-402.3,813.9,-66.3,-74.1,36.9,756.3,-71.7,1232.7,227.7,971.4
147.1228,17.4,-267.6,751.5,1474.8,696.3,1345.2,556.5,374.7,1111.5,193.8,-89.4,1005.3,243.9,-127.5,-405,711.9,-64.2,-73.2,39,646.5,-70.2,1135.5,126.6,861.6
147.1261,24,-261.6,760.8,1477.5,697.8,1351.8,559.2,376.2,666.9,199.5,-94.8,1000.2,250.2,-110.4,-394.2,722.1,-64.5,-72.6,48.3,663.9,-70.2,1140.3,131.4,875.7
