Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3,X2,F7,F8,X1,A2,T6,T4
137.5228,191.4,113.4,673.2,261.6,-1750.5,2163,217.8,170.7,-2667.6,959.7,-313.2,-1152.9,117.9,423.3,602.7,541.2,-9,-14.7,284.4,37.2,-13.5,691.2,24.3,-483
137.5261,196.5,126,687.9,270,-1740,2160.9,219.3,175.5,222.3,957.6,-286.2,-1158.6,123.3,431.1,610.5,543.9,-9,-14.7,294.3,41.1,-12.9,681.9,8.1,-470.1
137.5294,189,121.2,672,270.3,-1737.3,2158.5,217.5,181.8,1926.6,958.5,-298.8,-1157.4,122.4,422.4,606,540.9,-9.3,-14.7,286.2,37.5,-13.5,691.2,14.1,-486.6
137.5328,189.9,122.1,678.9,270.9,-1725.6,2157.6,221.7,190.2,4594.2,950.7,-271.5,-1156.2,142.2,424.2,602.7,544.8,-9.3,-14.7,280.5,51.6,-12.9,676.8,17.4,-468.6
137.5361,188.7,117.3,679.8,268.5,-1721.4,2160.3,215.4,196.2,1407.9,948.9,-288.9,-1152,118.2,418.2,606.9,537,-8.7,-14.7,291.3,55.8,-13.2,692.4,10.2,-486.6
137.5394,195.3,130.2,699.6,275.7,-1713,2162.4,211.5,192.3,74.1,955.2,-272.4,-1142.4,129,422.4,610.2,531.6,-8.7,-14.7,309.9,63.3,-12.9,689.7,5.7,-475.2
137.5428,196.2,119.7,673.5,267.9,-1731,2166.3,213.9,181.2,-2815.8,963.9,-296.4,-1156.2,135,425.4,605.7,532.5,-9,-14.7,277.8,47.1,-12.9,700.2,11.7,-468.3
137.5461,192.3,124.2,680.1,266.7,-1731,2162.1,215.7,177,222.3,944.7,-289.8,-1169.7,134.1,429.6,607.5,534,-8.7,-15,290.4,53.1,-13.2,689.1,1.5,-481.8
137.5494,186,123,682.2,262.8,-1731,2160.6,213.9,183.6,1926.6,936,-295.2,-1154.1,126.3,421.8,606.9,532.5,-9,-15,277.8,46.8,-13.2,681.9,0.3,-486.6
137.5528,191.1,123.3,678.9,264.6,-1722.3,2155.5,211.2,193.8,4446,945.9,-268.5,-1166.4,115.2,418.2,606.6,533.1,-9,-14.7,285,50.7,-13.2,682.8,0.6,-485.1
137.5561,193.5,123.9,682.2,263.4,-1728.3,2155.5,209.4,193.8,1482,941.4,-280.8,-1155.6,122.7,421.8,613.2,534.3,-9,-14.7,294.3,41.4,-12.9,685.2,0.3,-487.2
137.5594,193.2,120.9,673.8,263.4,-1731.6,2155.8,208.2,188.1,0,951,-302.7,-1166.1,115.8,421.2,606.3,530.1,-9.3,-15.3,284.4,56.1,-13.2,681,-2.4,-490.8
137.5628,187.5,120.3,667.2,259.8,-1744.8,2153.1,207.6,175.8,-2667.6,964.8,-309.6,-1160.7,114,417.3,598.5,529.2,-9.6,-14.7,282.9,33.9,-13.2,677.4,0.6,-479.7
137.5661,186,119.7,668.7,258.6,-1745.4,2149.5,209.4,169.8,296.4,933.3,-302.4,-1174.8,117.3,415.5,598.8,533.7,-9.3,-14.7,271.8,32.7,-13.2,683.4,1.8,-486.3
137.5694,187.2,120.3,672.6,267,-1735.2,2154.3,208.8,176.1,1852.5,939.3,-296.4,-1177.8,110.1,419.1,599.7,528.3,-9.3,-15.3,272.1,32.4,-13.2,679.2,-1.8,-497.4
137.5728,184.8,121.2,675,271.2,-1725.9,2153.1,212.7,186,4446,936.6,-279.6,-1138.8,106.8,418.8,597.3,528.9,-9.3,-14.7,283.2,62.7,-12.3,680.1,0,-487.2
137.5761,187.8,121.5,679.2,266.7,-1728.3,2151.6,209.1,189.6,1556.1,948.6,-277.2,-1156.5,119.7,418.2,597.6,533.7,-8.7,-14.7,283.8,51.6,-12.9,677.1,2.1,-488.7
137.5794,189,132,673.8,263.7,-1735.5,2152.2,210.6,182.4,74.1,945.3,-288,-1156.8,146.1,421.8,599.4,532.2,-9,-14.7,278.1,46.5,-12.9,682.8,3.3,-486
137.5828,188.4,127.2,678,267.3,-1733.7,2163,218.4,179.4,-2667.6,966,-291.3,-1167.6,127.5,416.7,600.9,537.9,-8.7,-14.7,285.3,34.8,-13.5,692.4,14.7,-479.4
137.5861,193.2,134.1,676.5,268.8,-1723.2,2166.9,222.3,180.3,148.2,953.4,-296.4,-1162.8,134.4,429,607.2,546,-9.3,-14.4,283.5,46.5,-13.5,684.9,12,-472.5
