Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3,X2,F7,F8,X1,A2,T6,T4
214.3528,15.3,1847.1,-58.5,519.6,53.4,-1728.3,-1914.9,810.6,1185.6,909.9,1791,1266.3,737.7,-243.9,-76.5,-1564.2,-9.6,-24.3,4680.9,3886.2,-18.3,400.8,-893.1,361.8
214.3561,-17.4,1847.4,-78,504,44.7,-1730.1,-1913.1,802.5,1926.6,892.2,1800.9,1245.9,720.9,-254.1,-74.1,-1536.3,-9.3,-25.2,4667.7,3877.8,-18.3,383.1,-879.3,360.9
214.3594,1.2,1867.5,-68.1,509.1,59.4,-1729.2,-1917.9,815.1,7410,882.6,1782.9,1262.1,699.9,-260.4,-77.7,-1533.9,-9.6,-24.6,4650.3,3867,-18,369.6,-881.1,349.2
214.3628,57.9,1890.6,-27.6,535.5,78.9,-1723.5,-1932.9,824.7,11930.1,880.8,1795.5,1246.2,708,-254.4,-87.6,-1540.2,-9.3,-24.9,4642.8,3852.9,-18,377.7,-916.2,342.3
214.3661,75.3,1861.5,-33.3,533.4,68.4,-1724.7,-1936.5,811.5,10003.5,875.7,1775.7,1236,700.2,-258.3,-91.5,-1528.8,-9.9,-24.3,4631.7,3860.1,-18.6,366.3,-915.9,346.8
214.3694,38.1,1835.4,-50.4,522,55.5,-1729.2,-1936.5,797.7,4964.7,885.6,1784.4,1235.4,703.5,-264.6,-88.2,-1524.6,-8.7,-24.6,4638.6,3858.9,-18.3,377.4,-911.7,344.1
214.3728,-11.7,1831.2,-64.5,509.1,43.2,-1725.3,-1934.7,798.6,1259.7,894,1802.7,1255.8,712.8,-267.6,-78.3,-1533,-9.6,-24.6,4658.1,3868.2,-18.3,381,-904.2,354.9
214.3761,-48.6,1843.5,-68.7,503.4,46.8,-1723.5,-1935.9,800.4,1926.6,892.8,1799.1,1261.8,713.1,-263.7,-76.2,-1525.8,-9.3,-24.6,4684.2,3879,-18.6,376.2,-903.3,354
214.3794,-28.5,1876.5,-48.6,521.7,77.4,-1716,-1932.9,816.3,7335.9,880.5,1800.3,1269.9,713.1,-265.8,-78.9,-1513.2,-9.6,-24.6,4673.1,3897.6,-18.3,380.7,-902.4,357.6
214.3828,21.9,1896.9,-13.8,542.7,102,-1709.1,-1935.6,827.1,11781.9,878.4,1802.1,1263.6,704.1,-264.6,-84.3,-1508.1,-9.6,-24.9,4668.9,3883.5,-17.7,375.9,-917.1,354.9
214.3861,41.4,1876.8,-10.5,549.6,103.2,-1703.4,-1936.8,821.1,9929.4,885.9,1803.6,1266.3,707.4,-265.2,-87.9,-1502.7,-9.3,-24.6,4668.3,3878.7,-18.3,377.1,-911.1,353.4
214.3894,0.9,1839.9,-38.7,529.5,74.7,-1714.8,-1945.2,800.4,5112.9,879.9,1806.9,1251.3,702.6,-273.6,-90,-1500.6,-9.3,-24.9,4662.3,3869.4,-18,372.3,-911.1,344.4
214.3928,-51,1834.8,-53.1,516.6,63.9,-1710.3,-1948.5,794.7,1333.8,889.2,1809.3,1269.9,718.2,-268.2,-80.1,-1518.3,-9.6,-24.9,4678.8,3887.1,-18,378.6,-915.9,350.7
214.3961,-81,1852.8,-61.8,504.6,58.5,-1714.2,-1949.7,798.6,1926.6,888.9,1806.3,1274.4,719.7,-269.7,-77.7,-1507.8,-9.3,-24.9,4671.9,3891.6,-18.3,377.4,-914.1,351.6
214.3994,-49.8,1889.4,-36.9,519.9,79.5,-1712.1,-1958.7,814.2,7558.2,886.8,1803.9,1261.8,726,-270.3,-80.4,-1511.7,-9.6,-24.9,4673.4,3886.5,-18.3,376.8,-928.8,343.5
214.4028,1.5,1897.5,-19.5,531.3,88.5,-1707.3,-1964.4,817.5,11856,876.6,1795.2,1252.8,703.2,-276.3,-99,-1495.5,-9.9,-24.3,4656.3,3868.8,-18.3,364.8,-935.1,327.9
214.4061,14.4,1871.1,-24,532.8,78.9,-1706.4,-1966.8,805.8,10077.6,873.3,1791.6,1255.2,695.4,-279.3,-104.7,-1496.4,-9.6,-24.9,4652.1,3859.2,-18.9,362.4,-937.8,330.3
214.4094,-25.8,1842,-38.7,518.1,64.5,-1704.3,-1970.4,792.3,5038.8,878.4,1793.1,1248,701.1,-282.9,-102.3,-1499.7,-9.6,-24.6,4661.7,3866.7,-18.6,367.5,-932.7,333
214.4128,-77.4,1833.3,-56.1,505.5,54,-1704,-1968.3,785.7,1259.7,885.6,1798.5,1247.4,710.4,-282.9,-95.4,-1494,-9.3,-24.9,4667.1,3876.6,-18.6,371.7,-928.2,335.4
214.4161,-113.4,1837.8,-66.9,492,48.9,-1706.4,-1973.4,784.8,1852.5,879.9,1802.4,1274.7,707.4,-289.8,-93.3,-1498.2,-9.3,-24.9,4647.6,3858,-18,363.9,-929.7,333.3
214.4194,-97.8,1863.6,-57.3,494.1,53.7,-1706.7,-1971.9,792.3,7335.9,863.7,1775.7,1240.8,695.4,-292.8,-97.8,-1483.5,-9.6,-24.3,4626.3,3836.1,-18.3,353.1,-936.9,319.5
214.4228,-39.6,1875.3,-32.1,507.3,68.7,-1701.6,-1969.8,800.4,11781.9,848.1,1767.6,1227.6,678.6,-299.7,-105.6,-1463.1,-9.6,-24.6,4620,3839.7,-18.3,338.1,-931.2,315.6
214.4261,-18.6,1857.6,-34.5,515.4,74.7,-1696.8,-1970.1,796.2,9929.4,856.5,1763.1,1231.2,687.3,-294.3,-105,-1462.8,-9.6,-24.3,4629.9,3849.6,-18.3,344.1,-931.5,321.6
214.4294,-57,1830.3,-53.1,498.9,51.3,-1697.7,-1976.4,781.8,5038.8,861.3,1780.8,1256.4,692.4,-294.3,-99,-1464,-9.9,-24.6,4639.5,3863.1,-18,351.9,-933,328.8
214.4328,-118.5,1815.9,-78,476.7,36,-1696.8,-1972.2,772.2,1111.5,861.9,1779.6,1251.3,697.2,-301.2,-97.2,-1460.4,-9.3,-24.9,4635.6,3856.8,-18.3,355.8,-911.1,342.3
214.4361,-138.9,1837.5,-74.1,476.1,40.8,-1692.9,-1976.7,781.2,1926.6,870,1788.3,1249.5,698.7,-297.3,-89.4,-1467.3,-9.6,-24.3,4632.6,3867,-18.3,358.5,-920.1,346.5
214.4394,-110.4,1868.4,-49.2,490.5,57.9,-1695.9,-1983.9,793.5,7484.1,870.3,1791,1243.8,694.5,-294,-88.5,-1467.6,-9.6,-24.9,4627.5,3867.6,-18,353.1,-945.6,334.2
214.4428,-59.4,1875.3,-35.7,495.9,62.4,-1700.7,-1992,793.5,11781.9,851.7,1770.6,1240.8,684,-305.1,-97.8,-1457.4,-9.6,-24.6,4624.2,3848.1,-18.3,344.4,-955.8,323.1
214.4461,-42.6,1850.4,-39.6,498.6,60.6,-1696.8,-1991.7,782.7,9929.4,849.3,1766.7,1236.9,685.8,-306.3,-102.3,-1444.2,-9.3,-24.6,4622.7,3852.6,-18.3,339.3,-953.1,314.1
214.4494,-84.6,1822.2,-54.3,485.4,45.6,-1698,-1997.7,766.8,5038.8,847.5,1767.3,1243.5,682.2,-309.6,-105.9,-1454.1,-9.6,-24.6,4628.7,3862.2,-18.3,340.2,-953.7,310.2
214.4528,-140.7,1819.2,-62.1,481.2,40.5,-1698,-2001.6,765,1259.7,867,1764.3,1237.5,704.7,-303,-99.3,-1476.3,-9,-24.9,4639.8,3865.5,-18,354,-960.3,322.5
214.4561,-170.4,1832.4,-65.4,475.2,35.7,-1697.4,-1999.5,768.9,2000.7,860.1,1785,1266.3,703.2,-311.7,-99,-1462.5,-9.3,-24.3,4636.5,3870.6,-18.3,347.7,-954.3,327.3
214.4594,-150.3,1854.6,-53.4,481.2,46.8,-1697.1,-2001.9,778.5,7335.9,854.1,1782,1249.8,682.8,-320.1,-106.2,-1460.1,-9.3,-24.6,4620.6,3860.1,-18.3,342.6,-962.4,323.4
214.4628,-92.1,1871.1,-28.2,501,60.3,-1694.1,-2007.3,785.7,11781.9,852.3,1782.9,1234.8,678.3,-318,-108.6,-1451.4,-9.6,-24.6,4626,3846.3,-18.6,336.3,-967.8,310.5
214.4661,-73.2,1851.6,-22.2,506.1,69.9,-1687.5,-2005.5,780,10077.6,860.1,1772.7,1245,687,-316.5,-113.7,-1445.4,-9.6,-24.6,4635.9,3860.1,-18.3,344.7,-964.8,306.3
214.4694,-113.7,1824.9,-35.4,497.4,57,-1680.6,-2005.8,767.4,4964.7,864.3,1788,1246.8,688.8,-320.1,-110.1,-1438.8,-9.6,-24.6,4634.4,3856.5,-18.3,350.1,-954,318.6
214.4728,-170.1,1812.3,-48,486.6,39,-1680.9,-1999.2,764.4,1333.8,871.8,1801.8,1256.1,689.4,-319.2,-99.9,-1437.9,-9.3,-24.6,4638.6,3873.3,-18.3,360.3,-940.2,334.2
214.4761,-204,1825.2,-52.5,477.6,35.4,-1683,-2002.5,768.3,1926.6,868.2,1802.1,1247.7,692.7,-322.8,-101.4,-1427.1,-9,-24.6,4661.1,3872.7,-18.3,355.8,-936.3,331.2
214.4794,-176.4,1866.6,-24.9,498,60,-1675.8,-2004.3,788.4,7410,865.5,1786.2,1267.8,696.3,-320.4,-98.1,-1430.1,-9.3,-24.9,4635.3,3874.5,-18.3,350.7,-948.9,329.7
214.4828,-123.3,1879.8,-2.4,513,73.2,-1682.7,-2019.9,789.3,11856,861.9,1797.3,1266,681.6,-316.5,-106.8,-1425.6,-9.6,-24.6,4634.7,3871.2,-18.6,348,-968.4,321
214.4861,-105.6,1856.7,-0.3,514.8,60,-1679.4,-2020.5,783.3,9929.4,856.5,1785,1250.7,684.9,-319.2,-108.3,-1412.7,-9.6,-24.6,4631.4,3872.4,-18.6,337.5,-966.6,322.8
214.4894,-143.7,1821.6,-30.9,490.5,34.2,-1687.5,-2025.9,761.7,4964.7,845.1,1781.1,1252.5,679.5,-329.7,-111,-1410.6,-9.6,-24.6,4629.3,3867,-18.6,336.9,-958.8,322.8
214.4928,-198.6,1805.1,-56.7,471.6,21.3,-1689.9,-2026.8,753.6,1333.8,856.8,1786.2,1252.2,688.5,-330,-104.1,-1423.8,-9.6,-24.3,4631.1,3867.3,-18.3,339.6,-954.3,331.8
214.4961,-234.9,1820.1,-65.1,465,21.6,-1691.7,-2029.5,758.4,1926.6,849.6,1781.1,1262.7,687.9,-340.5,-105.3,-1413.9,-9.3,-25.2,4620.3,3864.3,-18.6,339.3,-949.8,330.9
214.4994,-209.1,1845.9,-49.8,470.1,33,-1697.4,-2032.2,767.1,7484.1,831.6,1773.3,1239.3,669.6,-345,-114.3,-1408.5,-9.6,-24.3,4603.8,3849,-18,323.4,-963.6,318.6
214.5028,-140.1,1860.6,-27.3,487.2,56.1,-1692,-2039.4,773.7,11856,826.2,1758.6,1231.5,663.6,-341.1,-118.5,-1403.1,-9.3,-24.9,4608.9,3843.3,-18.3,312.9,-966.3,308.7
214.5061,-123.6,1842.6,-23.1,495,55.8,-1687.5,-2039.1,765.9,9929.4,829.8,1769.1,1236.3,674.1,-335.4,-115.8,-1402.5,-9.6,-24.6,4603.8,3857.7,-18.3,322.5,-970.2,310.8
