Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3,X2,F7,F8,X1,A2,T6,T4
262.4994,268.8,663.6,1045.5,888,863.7,774.9,452.4,3632.1,1926.6,690,-22.5,648.3,-118.8,304.2,208.2,621,-8.4,-22.5,-1762.8,622.5,-16.2,907.8,519.3,336.9
262.5028,271.5,667.5,1053.3,890.4,873,797.1,460.8,3285,889.2,708.3,-12.6,657.9,-111,318.9,194.1,619.8,-8.4,-22.5,-1781.4,648.9,-15.9,921,522.6,358.2
262.5061,271.2,666.3,1051.2,884.7,861,788.4,456,3081,666.9,700.8,-12.6,657.6,-121.5,313.8,180.6,615.6,-9,-22.2,-1787.4,630.9,-16.2,910.8,512.7,343.5
262.5094,259.2,658.5,1036.8,870.9,841.2,761.4,441.6,3231.6,1556.1,687.9,-35.1,635.7,-121.2,295.8,180.9,606.3,-8.7,-22.8,-1804.5,633.6,-15.9,902.1,485.1,326.4
262.5128,251.1,645.6,1026.9,868.2,838.2,754.8,434.7,3621.3,2519.4,662.7,-60.6,613.8,-131.1,293.4,203.4,598.2,-9,-22.8,-1803.6,634.2,-16.2,876,489.9,308.4
262.5161,257.7,648.9,1041.9,885.6,861.9,779.7,442.2,3811.8,2741.7,663.9,-61.8,623.4,-130.5,294.6,209.1,591.3,-8.7,-22.5,-1780.8,645.9,-16.2,886.5,495.9,325.8
262.5194,256.2,648.9,1049.4,892.2,863.1,775.8,450,3583.5,1778.4,681.3,-61.2,626.1,-134.4,295.2,193.8,598.2,-9,-22.5,-1784.4,654,-16.2,899.7,505.5,327.6
262.5228,263.4,658.8,1046.4,889.2,855.6,768,458.1,3226.5,889.2,707.1,-46.2,631.5,-117,308.4,184.2,611.1,-8.7,-22.8,-1786.2,650.7,-15.9,910.2,533.1,356.4
262.5261,268.2,673.8,1052.4,894.3,867.9,786.6,447.3,3027.6,815.1,716.4,-45.3,640.8,-80.7,319.8,174,593.7,-8.7,-22.5,-1800.9,660.9,-16.2,910.2,501.6,351.6
262.5294,260.7,663.3,1041,886.2,862.5,775.2,439.8,3185.4,1556.1,678.9,-52.5,636.3,-114.9,305.7,183.6,586.2,-8.4,-22.5,-1829.4,651,-15.9,902.4,492,335.4
262.5328,247.8,643.2,1024.2,879.3,855.3,760.5,420.3,3580.2,2815.8,663.9,-78,614.1,-158.1,291.6,204.6,568.8,-8.7,-22.5,-1853.4,645.3,-16.2,886.5,462,313.2
262.5361,246,644.1,1030.8,886.8,853.8,756,425.4,3770.4,2741.7,674.4,-76.2,613.2,-152.1,281.7,200.4,574.8,-8.7,-22.5,-1863.6,642.6,-15.9,889.5,476.1,319.2
262.5394,253.2,655.8,1043.7,892.8,862.5,764.7,435.9,3546.3,1852.5,695.1,-71.1,619.2,-136.8,284.4,180,581.4,-8.7,-21.9,-1865.4,656.4,-15.9,898.5,476.1,334.8
262.5428,261.3,667.2,1050.6,898.5,877.2,775.8,452.7,3196.2,889.2,701.4,-57,633.9,-126.9,291.3,159,594.6,-9,-23.1,-1881.9,671.4,-15.9,916.5,503.4,349.8
262.5461,260.7,670.8,1044.6,889.2,873,771.9,452.7,2982,741,705,-64.2,626.7,-118.2,297.6,155.1,597.9,-8.7,-22.8,-1908.9,678,-15.9,910.5,499.5,355.5
262.5494,252.3,659.7,1027.2,876.9,859.2,777,442.5,3140.7,1556.1,673.5,-78.9,596.1,-132,297.9,162.3,584.4,-8.7,-23.1,-1935.6,662.4,-16.5,883.8,481.2,324.6
262.5528,246.3,646.5,1013.7,870.3,844.8,752.1,427.8,3540.3,2519.4,657,-105.9,583.8,-154.2,286.2,184.5,569.4,-8.7,-22.2,-1949.4,629.4,-16.2,873.6,468.9,321.3
262.5561,250.8,647.4,1026.9,883.2,853.5,742.2,426.3,3730.5,2593.5,688.5,-91.8,593.7,-150,289.8,196.2,576,-9,-22.5,-1934.4,649.5,-15.9,882.6,470.7,303.6
262.5594,263.7,664.5,1041.9,891.6,864.6,760.2,439.8,3511.5,1778.4,675.3,-75.9,584.4,-102,303,182.1,586.2,-8.7,-22.8,-1926.3,687.6,-16.2,888.9,482.4,325.2
262.5628,253.8,651.9,1042.5,883.2,856.5,762,444.9,3156.6,889.2,706.8,-110.7,601.8,-145.5,287.1,161.1,595.8,-9,-22.5,-1974.3,678.6,-15.9,904.2,497.4,318.9
262.5661,261.3,661.2,1039.8,877.2,851.1,757.8,445.5,2951.4,889.2,688.2,-96.6,610.8,-110.7,306.9,158.7,598.5,-9,-22.5,-1976.4,672.9,-15.6,913.5,494.4,322.5
262.5694,247.8,646.2,1034.4,879.9,855,764.4,441,3125.4,1630.2,701.7,-83.7,611.4,-147.9,280.8,170.7,592.2,-8.7,-22.5,-1968.6,682.5,-15.9,895.5,490.8,331.8
262.5728,245.1,647.7,1033.2,884.1,860.7,761.1,437.7,3534.9,2593.5,666.6,-80.1,606,-128.7,280.5,190.5,577.5,-9,-22.8,-1955.4,673.8,-16.2,884.1,488.7,337.8
262.5761,249,644.1,1035.9,884.1,856.2,751.5,435.6,3715.5,2741.7,687.3,-83.7,601.5,-132.3,286.5,190.8,579,-9,-22.8,-1914.6,680.1,-15.9,898.2,495.9,306
262.5794,270.6,673.8,1050.6,894.6,865.2,766.5,447.6,3497.4,1852.5,708.9,-84.3,605.4,-75.3,330.6,181.5,584.4,-8.7,-22.8,-1887.6,693.6,-16.2,907.5,505.2,333.3
262.5828,282.6,681.3,1049.7,896.4,875.7,778.5,461.1,3151.2,963.3,714,-77.1,606.9,-58.2,362.1,166.8,595.2,-9,-22.2,-1881.3,676.2,-15.9,920.1,520.5,346.8
262.5861,272.4,668.7,1039.8,887.7,873.6,802.2,478.5,2949.3,815.1,696.6,-96,609,-100.5,342.6,157.8,601.8,-8.7,-22.5,-1895.7,654.3,-16.5,910.8,566.7,394.5
262.5894,244.8,639,1019.1,871.2,857.7,787.8,464.7,3099.3,1482,696.3,-109.8,591.3,-161.1,277.2,158.4,597.3,-9,-22.8,-1875.6,638.1,-16.2,886.8,547.2,360.9
262.5928,242.1,634.5,1010.4,869.4,844.2,747.9,436.8,3498.9,2519.4,663,-126.6,579,-159,266.4,189.9,575.7,-8.7,-22.8,-1851.3,617.4,-16.2,877.5,498.6,312.3
262.5961,243,631.2,1022.1,874.5,850.8,733.2,423.9,3686.1,2667.6,665.7,-125.7,586.8,-178.2,260.7,182.7,576.9,-9.3,-22.8,-1802.4,629.4,-15.9,887.1,469.8,291
262.5994,253.8,645.6,1041.9,892.8,875.4,741.3,423.6,3471.3,1778.4,693,-95.4,619.8,-150.9,271.5,177.9,575.4,-8.4,-22.5,-1807.2,665.7,-16.2,897.9,452.7,297.6
262.6028,259.2,649.8,1044,898.8,880.5,754.2,432.9,3124.8,1037.4,699.6,-95.4,622.5,-137.1,280.2,160.5,589.5,-8.7,-22.8,-1802.4,677.7,-16.2,909.6,457.5,306.3
262.6061,254.7,650.1,1041.9,890.7,865.5,751.2,434.7,2923.8,815.1,704.7,-65.7,618.3,-145.2,286.2,154.2,591.3,-8.7,-22.8,-1794,681.9,-16.5,901.8,467.4,314.1
262.6094,245.4,641.7,1025.7,872.7,844.2,749.4,423.3,3077.7,1556.1,695.7,-93.9,605.4,-152.4,281.4,159.6,577.8,-8.7,-22.2,-1806.9,684.9,-16.2,892.8,458.7,303.9
262.6128,239.7,631.5,1017,873.6,843.6,749.4,414.3,3476.7,2593.5,678,-131.7,591.6,-161.4,271.8,188.4,565.5,-8.7,-22.8,-1810.5,672,-15.9,882,453.6,299.7
262.6161,246.6,642.3,1030.5,886.5,849.3,748.2,418.8,3675.6,2815.8,690.9,-135.3,591,-138.3,274.8,187.5,564.6,-9.3,-22.5,-1785.9,667.5,-16.5,885,460.2,311.7
262.6194,258.3,663.3,1055.1,907.2,863.7,762.3,435,3470.1,1778.4,709.8,-96.9,601.8,-101.7,286.8,164.7,575.1,-8.7,-22.8,-1761.3,684.3,-15.9,901.5,479.4,314.4
262.6228,273.3,684,1063.2,919.2,881.7,774,449.4,3134.7,1037.4,739.8,-80.7,631.5,-58.2,304.2,145.2,581.1,-9.3,-22.8,-1743.9,714,-15.9,916.5,488.7,341.1
262.6261,276.3,675,1064.4,916.5,885.9,797.7,459.6,2940.9,963.3,693.9,-75.6,636,-102.9,317.1,147.9,586.5,-9,-22.8,-1773.9,741.9,-16.2,913.8,500.4,375.3
262.6294,270.3,669.9,1049.1,910.5,877.5,786.6,453.9,3104.1,1556.1,700.2,-105,625.2,-99.9,330,164.1,572.1,-9,-22.8,-1785.9,743.7,-15.9,905.4,498.6,362.7
262.6328,242.7,631.8,1021.5,896.1,872.4,772.2,449.1,3484.8,2519.4,677.4,-133.8,601.8,-171.6,282.9,175.5,561.3,-8.7,-22.8,-1810.2,706.8,-15.9,899.7,505.5,345.3
262.6361,246,630.3,1015.5,903.6,872.4,762.9,433.2,3663,2667.6,680.4,-108.6,605.1,-150.9,266.7,183,561.3,-8.7,-22.5,-1761,748.2,-15.9,888.6,474.9,320.4
262.6394,250.8,639.6,1031.7,910.5,870.3,763.5,445.8,3440.1,1852.5,693,-99.3,612,-146.4,275.7,169.5,576.6,-8.4,-22.2,-1740,762,-15.9,901.2,493.2,322.5
262.6428,263.7,651.6,1039.8,919.8,886.5,787.5,459,3096.3,1259.7,709.2,-77.4,631.2,-127.5,291.3,159.9,597.3,-8.1,-22.5,-1717.8,793.8,-16.2,916.8,503.4,351.9
262.6461,259.8,647.7,1031.4,917.7,875.7,769.5,455.1,2899.2,889.2,717.9,-88.5,633.9,-131.7,291,160.5,604.5,-9,-22.8,-1731.9,791.4,-16.2,918.9,493.8,346.2
262.6494,249.6,635.1,1024.2,912.3,873.6,770.1,450,3066.3,1630.2,711.6,-71.7,612.6,-143.4,283.5,167.7,591,-8.7,-22.2,-1736.4,797.7,-15.9,901.8,491.7,338.1
262.6528,240.9,630.3,1012.2,913.5,868.8,758.4,438.6,3476.7,2741.7,691.5,-105.9,596.4,-151.8,274.2,185.7,582.9,-9,-22.8,-1725.3,791.1,-16.5,886.5,475.8,323.7
262.6561,249.6,633.6,1023.6,924.9,871.8,759.6,437.7,3669.6,2741.7,705,-113.4,618,-135.6,281.7,188.4,585.6,-8.7,-21.9,-1696.5,815.1,-15.9,888.9,470.4,318.3
262.6594,261.3,651.6,1033.5,932.1,875.1,768.3,455.1,3451.8,1852.5,701.4,-104.4,612,-103.2,294.9,177.3,602.7,-9,-23.1,-1685.1,850.2,-16.2,904.5,496.5,331.5
262.6628,273.3,669,1050.9,948.6,893.7,789.3,472.2,3108.6,1185.6,722.1,-75.9,639,-88.8,319.2,167.1,602.7,-8.7,-22.8,-1680.6,885.3,-15.9,921,510.9,359.4
262.6661,274.5,664.8,1047.9,947.7,895.8,789.6,470.4,2919.3,963.3,714.3,-82.8,647.4,-101.7,316.5,169.8,608.1,-9.3,-22.5,-1698.6,897.3,-16.5,922.5,499.2,349.8
262.6694,263.1,660.6,1040.1,941.7,888.6,801,472.2,3091.8,1852.5,735.6,-75.9,638.7,-100.5,293.7,162,601.2,-8.7,-22.8,-1692.9,905.4,-16.5,909.3,519.3,336.6
262.6728,265.5,654.3,1037.4,940.8,881.7,772.5,448.5,3498.3,2667.6,692.4,-90.3,619.5,-107.1,326.1,199.5,574.8,-8.7,-22.8,-1684.2,892.2,-16.5,892.5,458.4,328.2
262.6761,258.9,640.5,1039.8,953.4,891.3,777.6,445.8,3689.4,2889.9,692.7,-105.3,624.6,-156,297,202.8,577.2,-9,-22.8,-1671,915.3,-16.2,903.6,444.9,318.3
262.6794,268.5,650.1,1046.7,965.4,902.4,777,456.3,3471,1926.6,699.3,-89.7,633,-134.4,288.3,189,588.3,-8.4,-22.2,-1660.8,940.8,-15.9,907.5,453,324.3
