Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3,X2,F7,F8,X1,A2,T6,T4
128.6328,-2693.4,-728.7,-10.5,-2334.3,-423.6,284.1,-1950.6,-184.5,-4964.7,-786.6,-903,-1113.3,-965.7,-871.8,-916.8,-1133.7,-9.6,-18.9,-1083,-1499.7,-18,-183.6,-933.6,-811.2
128.6361,-2697.6,-728.4,-12,-2334.6,-430.2,281.4,-1954.5,-189.9,-4742.4,-774,-902.4,-1105.2,-953.4,-879.3,-913.5,-1123.2,-9.6,-18.6,-1076.7,-1505.7,-18.6,-186.6,-936,-844.2
128.6394,-2693.4,-723.9,-9.9,-2336.1,-423.3,290.1,-1940.4,-188.7,-5038.8,-778.5,-908.7,-1125.6,-947.1,-873.9,-917.4,-1117.2,-9.6,-18.9,-1093.8,-1527,-18.3,-189,-925.2,-843.6
128.6428,-2700.9,-729.6,-3.9,-2331.9,-416.4,285.9,-1942.8,-189.9,-5557.5,-770.1,-909.9,-1122.6,-952.5,-873.6,-918.6,-1115.1,-9.3,-18.6,-1106.4,-1549.2,-18.3,-189.6,-922.5,-819.6
128.6461,-2701.8,-724.8,-8.1,-2336.7,-420.9,293.7,-1943.1,-186.3,-5779.8,-780.9,-903.6,-1108.5,-944.7,-876,-921.9,-1118.1,-9.6,-18.9,-1104.3,-1505.1,-18.3,-185.7,-918.3,-771.3
128.6494,-2691,-720.9,2.4,-2332.2,-421.2,297,-1937.1,-186,-5853.9,-780.9,-917.7,-1110.6,-944.1,-857.1,-927.3,-1128,-9.9,-19.2,-1055.4,-1488.9,-18.3,-184.2,-922.8,-815.4
128.6528,-2695.8,-727.2,-18.6,-2338.2,-423.6,312.3,-1934.7,-186,-5112.9,-801,-918.3,-1125.6,-929.1,-865.8,-918,-1131,-9.9,-18.9,-1101.9,-1503,-18.6,-187.5,-932.7,-768
128.6561,-2697,-720.3,-24,-2341.8,-429.3,313.8,-1938.3,-184.8,-4742.4,-796.2,-908.7,-1118.1,-898.8,-868.2,-921.9,-1131,-9.3,-18.3,-1102.2,-1500.9,-18.3,-227.4,-926.1,-836.4
128.6594,-2702.1,-720.3,-13.8,-2345.1,-446.1,264.9,-1953.3,-196.2,-5187,-783.6,-899.4,-1119,-931.5,-878.7,-920.4,-1127.4,-9.6,-18.6,-1090.2,-1522.5,-18.3,-193.2,-919.5,-840
128.6628,-2703,-730.8,-10.5,-2335.2,-438,267.6,-1951.8,-198.9,-5631.6,-770.4,-893.1,-1119.9,-989.1,-887.7,-913.2,-1121.7,-9.3,-18.6,-1074.6,-1522.5,-18,-185.7,-920.7,-829.8
128.6661,-2697.6,-727.2,-8.7,-2336.7,-428.7,269.4,-1949.4,-195.9,-6002.1,-765.3,-891,-1101.9,-964.8,-873.9,-908.7,-1116.6,-9.9,-18.9,-1087.8,-1541.4,-18.3,-177.6,-919.8,-851.4
128.6694,-2695.8,-720,1.5,-2331.3,-432.3,279.3,-1947,-195,-5705.7,-766.8,-889.2,-1121.4,-949.2,-871.2,-910.5,-1115.4,-9.6,-18.9,-1074.6,-1526.4,-18.3,-191.1,-919.5,-853.5
128.6728,-2699.4,-728.1,6.6,-2335.8,-433.8,284.4,-1951.2,-197.7,-5112.9,-774.6,-911.7,-1114.8,-988.5,-861.9,-907.8,-1117.5,-9.6,-18.9,-1072.5,-1501.2,-18.3,-185.1,-915.6,-828.9
