Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3,X2,F7,F8,X1,A2,T6,T4
287.5528,-148.5,-913.2,405.9,285,771,-441.3,123.3,-297,444.6,215.1,670.8,343.8,-355.8,-125.4,-284.7,-676.8,-215.1,-223.5,-631.5,63.9,-220.5,-42,-400.5,-362.7
287.5561,-155.4,-933,379.5,278.1,750.3,-434.4,117.6,-301.2,1556.1,208.8,639.9,340.8,-376.2,-114.3,-283.2,-687.9,-215.1,-222.6,-641.1,27.3,-220.5,-74.4,-414.6,-381.3
287.5594,-152.7,-925.5,385.5,271.8,736.5,-429.9,112.5,-299.7,2223,197.1,633.6,406.8,-366.9,-103.5,-276.3,-619.2,-216,-224.1,-637.5,104.4,-221.1,-10.5,-348.6,-314.7
287.5628,-155.4,-921.6,401.1,269.4,732,-438.9,113.4,-301.8,1630.2,209.1,639.3,367.2,-364.2,-105.6,-279.9,-652.8,-215.4,-223.8,-639.9,68.7,-221.1,-39.6,-384.9,-393
287.5661,-153.9,-924.3,390,268.5,733.5,-446.4,120.9,-299.4,815.1,216.6,644.1,338.1,-367.2,-117.9,-279.3,-671.7,-215.1,-222.9,-655.5,70.2,-220.8,-55.8,-408.9,-403.5
287.5694,-155.4,-930.6,375.3,260.1,731.7,-459,121.8,-312.3,222.3,210.6,606.3,420,-372.9,-135.3,-277.5,-583.2,-216.3,-224.4,-660,134.7,-222,21.6,-322.5,-321.9
287.5728,-153.9,-925.8,380.4,263.7,734.4,-451.8,115.2,-310.5,518.7,212.1,624.3,333.9,-367.5,-132,-279,-685.2,-215.1,-222.3,-660.3,39.3,-219.9,-65.7,-420.3,-382.5
287.5761,-156,-927,385.2,263.4,726.9,-456.6,109.5,-309.6,1407.9,208.2,647.1,348.9,-368.1,-124.2,-282,-671.7,-215.4,-222.9,-638.1,34.5,-220.5,-66.9,-404.1,-392.7
287.5794,-153.6,-925.2,379.8,268.5,734.1,-444,109.2,-302.4,2297.1,207,639.9,351.3,-372,-102.3,-275.7,-646.2,-215.7,-223.2,-642.9,64.8,-220.8,-36.9,-385.8,-368.1
287.5828,-155.1,-929.4,385.8,275.4,741.9,-455.1,110.4,-299.7,1852.5,208.5,652.5,379.5,-369.9,-117,-282.3,-623.4,-216.3,-223.8,-634.8,94.5,-221.4,-10.2,-358.2,-344.4
287.5861,-154.2,-927.3,388.8,263.4,739.8,-448.2,110.4,-300.9,815.1,212.4,645.9,390.9,-371.1,-120.6,-283.2,-645.3,-215.7,-223.2,-639.3,73.8,-221.1,-31.2,-393.6,-366
287.5894,-156.9,-927,398.7,267.3,742.8,-459.3,113.4,-309,148.2,209.4,655.5,363,-371.4,-144.6,-285.9,-658.8,-215.4,-222.9,-634.2,60.9,-220.5,-42,-406.2,-377.1
287.5928,-161.7,-931.2,375.9,259.5,734.1,-467.4,110.1,-311.4,592.8,213.3,653.1,395.4,-372.9,-141.3,-284.4,-619.5,-216.6,-223.5,-666.9,90,-221.1,-11.1,-361.8,-344.4
287.5961,-160.5,-933.3,382.2,267,754.5,-445.5,115.8,-304.2,1630.2,211.5,621,354,-372.3,-124.2,-283.5,-667.8,-215.4,-222.9,-653.7,67.8,-220.8,-45,-406.2,-380.7
