Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3,X2,F7,F8,X1,A2,T6,T4
332.7594,-105,-140.4,-1442.7,-174.6,-2157.6,-276.6,-189.3,-265.2,3112.2,-47.4,-583.5,-441,-55.8,-78,-29.4,-121.8,-8.1,-18.3,-70.8,-1401,-14.4,7.8,-376.8,-210.6
332.7628,-100.5,-155.7,-1443.9,-174,-2152.8,-280.5,-192.6,-206.4,6076.2,-35.7,-569.7,-436.8,-44.4,-64.2,-24.3,-118.2,-9,-18.3,-66,-1399.2,-13.8,13.2,-363,-204.3
332.7661,-99.6,-137.4,-1432.5,-167.4,-2154.9,-273.3,-186.9,-265.5,-1556.1,-35.4,-625.2,-431.4,-58.8,-67.2,-24,-116.4,-8.4,-18.3,-51.6,-1398.3,-14.1,17.4,-353.7,-187.5
332.7694,-101.7,-142.8,-1435.2,-171.3,-2168.7,-270.6,-187.5,-372,-8966.1,-40.5,-672,-441.3,-72.3,-75.9,-24,-117,-8.1,-18.3,-64.5,-1408.8,-14.1,10.8,-362.1,-199.2
332.7728,-102.6,-132.3,-1429.2,-169.2,-2169.6,-276.3,-187.2,-386.4,-8225.1,-39.3,-652.5,-433.5,-82.5,-76.5,-26.7,-117.9,-8.4,-18.3,-77.1,-1409.4,-14.4,18,-359.7,-186.6
332.7761,-97.8,-147.6,-1428.6,-168,-2161.8,-274.5,-187.8,-345.6,-3927.3,-35.7,-620.4,-432.6,-45.6,-69.9,-20.4,-116.4,-8.4,-18,-80.1,-1404.6,-14.1,18,-362.7,-183.6
332.7794,-102,-142.5,-1443.6,-171.9,-2160.3,-277.8,-188.4,-266.4,3112.2,-46.2,-577.8,-437.4,-66.9,-71.7,-26.4,-120.9,-8.4,-18,-85.2,-1404.6,-14.4,11.7,-361.5,-198.9
332.7828,-98.4,-142.5,-1447.5,-172.8,-2157,-261.9,-192,-206.1,6372.6,-46.5,-578.4,-439.8,-58.8,-70.5,-28.8,-123.9,-8.1,-18.3,-66.6,-1407.6,-13.5,7.2,-365.1,-233.1
332.7861,-94.8,-138.3,-1445.4,-171,-2156.4,-283.5,-190.8,-269.1,-1556.1,-36.3,-612.3,-434.1,-25.8,-64.2,-25.2,-119.4,-8.7,-18,-53.7,-1424.7,-14.4,19.2,-351,-168.6
332.7894,-94.2,-138.9,-1448.1,-170.7,-2162.7,-266.4,-195.9,-366.3,-8892,-35.7,-669,-432.9,-48,-65.7,-25.5,-122.1,-8.4,-18,-52.5,-1430.7,-13.8,15,-358.5,-195.9
332.7928,-99.3,-140.1,-1451.4,-169.2,-2171.7,-275.4,-190.2,-385.8,-8447.4,-45.6,-659.1,-434.4,-45.3,-69.6,-27.3,-118.8,-8.4,-18,-43.5,-1413.6,-14.4,12.9,-361.5,-183.9
332.7961,-99.3,-135.3,-1449.9,-175.2,-2175.6,-284.1,-195.3,-345.3,-3705,-51.3,-635.1,-439.8,-50.1,-72,-25.5,-124.2,-8.1,-18,-63,-1411.2,-14.4,9,-365.4,-195
332.7994,-103.2,-124.8,-1449,-177.3,-2178.3,-283.2,-198.9,-264.6,3260.4,-56.7,-576.9,-443.7,-58.2,-81.9,-30.3,-125.1,-9,-17.7,-98.1,-1416.6,-13.5,3.9,-366.6,-208.2
332.8028,-102,-156,-1450.8,-182.1,-2171.4,-285.3,-200.7,-209.4,6224.4,-49.8,-575.4,-451.2,-42.6,-69,-29.1,-127.8,-7.8,-18.3,-95.7,-1412.4,-14.4,3.3,-368.4,-213.6
332.8061,-93.6,-139.2,-1443.9,-172.5,-2172.3,-274.5,-195,-268.2,-1556.1,-42.9,-623.4,-442.5,-45.9,-62.1,-25.2,-121.2,-9,-18.3,-73.8,-1404.9,-13.8,18.9,-360,-199.2
332.8094,-97.8,-146.1,-1450.5,-175.8,-2182.5,-271.5,-190.8,-367.8,-8817.9,-44.7,-672,-443.7,-44.1,-66,-28.8,-122.1,-8.1,-18.3,-87.6,-1405.5,-14.1,10.5,-367.5,-206.4
332.8128,-98.7,-145.2,-1452.3,-177.6,-2196,-281.1,-193.2,-387.3,-8373.3,-48.3,-664.2,-446.4,-58.5,-70.2,-30.6,-125.1,-8.4,-18,-84,-1418.4,-14.1,-1.2,-375.9,-206.1
332.8161,-103.8,-152.4,-1466.1,-186.3,-2199.9,-289.2,-194.7,-350.4,-3779.1,-64.2,-638.4,-462.3,-80.1,-79.5,-35.1,-129.3,-8.4,-18,-90.6,-1449.6,-14.4,-23.4,-383.1,-213.6
332.8194,-100.8,-157.5,-1465.8,-186.9,-2194.8,-289.8,-199.8,-271.8,3038.1,-56.4,-585,-459.9,-65.1,-75.6,-29.4,-126.9,-8.1,-18.3,-93.9,-1434.6,-14.1,-9,-372.6,-209.1
332.8228,-107.4,-148.2,-1456.5,-176.7,-2172.9,-276.3,-195.6,-210,6446.7,-42.3,-547.2,-432.9,-49.8,-73.2,-28.5,-122.1,-8.7,-18,-91.2,-1404,-14.4,14.1,-361.5,-191.1
332.8261,-105.6,-154.5,-1457.1,-174.3,-2181,-278.7,-199.5,-276,-1704.3,-42.6,-620.4,-434.4,-46.2,-74.4,-28.5,-122.1,-8.4,-18.3,-79.2,-1404.9,-14.1,19.5,-363.6,-196.8
