Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3,X2,F7,F8,X1,A2,T6,T4
181.5328,-2202.3,171,1492.2,1943.7,4093.5,2172.6,-2119.2,1826.1,8299.2,1914.6,2277,2144.7,299.7,1521.6,1081.8,2095.8,-9.6,-24.3,5179.8,2425.5,-18.3,1352.1,1230,2451.3
181.5361,-2262.6,138.6,1473.3,1928.1,4072.2,2174.7,-2118.9,1816.5,2593.5,1918.5,2297.7,2169.3,303.9,1521.9,1090.5,2092.5,-9.6,-24.6,5185.8,2452.8,-18.3,1358.4,1245.6,2466.9
181.5394,-2316.6,142.5,1464,1914.3,4058.1,2172.3,-2120.1,1815.9,1259.7,1916.4,2290.5,2172.9,309.3,1517.1,1092.6,2088.3,-9.9,-24.3,5150.1,2457.3,-18.3,1366.5,1259.4,2473.8
181.5428,-2297.7,189.6,1471.5,1923.6,4075.2,2170.8,-2120.4,1832.1,6817.2,1920.6,2291.4,2165.1,306,1522.2,1092.3,2095.2,-9.6,-24.6,5184.6,2447.1,-18.9,1362.6,1250.4,2468.7
181.5461,-2228.7,225.9,1479.3,1940.4,4108.8,2174.4,-2121.3,1844.4,13560.3,1900.2,2278.5,2149.2,288,1515.9,1082.4,2114.7,-9.3,-24.3,5186.1,2419.5,-18,1341.6,1245,2457
181.5494,-2170.8,215.4,1492.2,1952.4,4117.8,2177.7,-2119.8,1842.6,13930.8,1904.4,2272.2,2151,289.2,1518.6,1080,2125.5,-9.6,-24.3,5178,2421.6,-18.6,1347,1245.3,2455.8
181.5528,-2198.4,166.2,1484.7,1939.2,4092.3,2175.6,-2121.6,1819.2,8373.3,1906.2,2280.9,2152.5,288.9,1518.9,1085.4,2129.4,-9.3,-24.3,5193,2424.9,-18.3,1347.9,1257.3,2461.5
181.5561,-2263.5,132.9,1461.9,1918.2,4058.4,2171.7,-2120.4,1809.6,2593.5,1917.6,2289.6,2143.5,298.5,1521.3,1094.4,2127.9,-9.6,-24.3,5186.4,2434.8,-18.3,1352.1,1266,2467.8
181.5594,-2316,135.3,1447.2,1896.3,4040.7,2167.8,-2127.3,1804.2,1185.6,1908,2283.3,2159.4,297.6,1517.1,1099.8,2120.7,-9.6,-24.3,5174.1,2427.6,-18,1344,1272.9,2463.9
181.5628,-2302.8,178.8,1449.6,1905.9,4062,2166.3,-2126.1,1820.1,6817.2,1897.2,2278.2,2148.9,294.3,1512.9,1099.2,2125.8,-9.3,-24.3,5178,2416.8,-18.3,1338.3,1268.4,2452.8
181.5661,-2223.3,226.8,1472.4,1932.3,4100.1,2168.1,-2132.7,1835.7,13634.4,1894.5,2264.4,2142.9,286.5,1516.2,1088.4,2113.2,-9.6,-24.6,5159.1,2404.8,-18.3,1328.7,1238.4,2442.9
181.5694,-2159.4,230.4,1500.3,1963.2,4126.5,2178.6,-2141.4,1843.8,13856.7,1918.2,2287.2,2169.3,301.5,1536.6,1088.4,2092.5,-9.6,-24.6,5189.1,2429.1,-18,1355.7,1219.8,2449.5
181.5728,-2187.6,177.3,1482,1946.1,4101.6,2181.9,-2137.5,1826.1,8225.1,1917,2283,2158.2,300,1530,1087.5,2103.3,-9.3,-24.3,5176.8,2431.5,-18,1353.6,1236,2457.9
181.5761,-2258.1,138.9,1456.5,1913.1,4054.5,2166,-2135.1,1810.8,2593.5,1911.9,2273.7,2138.1,299.7,1523.7,1091.7,2104.5,-9.3,-24.3,5180.1,2418.9,-18.6,1345.8,1251,2453.1
181.5794,-2303.1,148.2,1450.5,1900.2,4042.5,2159.1,-2141.1,1814.7,1259.7,1915.2,2277.6,2158.5,307.2,1520.4,1099.5,2092.5,-9.6,-24.6,5177.4,2419.8,-18.3,1349.7,1241.4,2454.6
181.5828,-2289.6,192.6,1458.3,1911.3,4064.1,2155.2,-2149.5,1829.1,6743.1,1906.2,2275.8,2149.2,304.8,1518.6,1101,2086.2,-9.6,-24.3,5178.9,2412.6,-18,1344.3,1224,2440.8
181.5861,-2213.7,230.1,1470,1925.7,4093.2,2156.1,-2146.2,1838.7,13856.7,1890.6,2266.5,2135.1,289.5,1515,1092,2109,-9.9,-24.3,5156.1,2399.1,-18.3,1322.1,1225.5,2427.3
181.5894,-2168.1,213,1477.5,1935.6,4098,2148.3,-2156.4,1832.4,13856.7,1884,2259,2132.4,283.5,1512.3,1081.2,2114.7,-9,-24.3,5151.6,2394.9,-18,1320,1214.7,2418.3
181.5928,-2186.4,169.5,1472.1,1930.8,4082.4,2157.3,-2148.6,1820.7,8076.9,1904.1,2274,2146.8,290.4,1518.3,1085.1,2116.2,-9.6,-24.3,5159.7,2410.8,-18.6,1329.9,1231.5,2436
181.5961,-2248.8,144.3,1462.8,1912.8,4049.7,2156.7,-2148.6,1810.5,2445.3,1910.4,2281.8,2152.5,304.2,1518.9,1089.6,2091.3,-9.3,-24.3,5181.9,2413.2,-18,1340.4,1239.3,2441.1
181.5994,-2297.4,151.2,1457.4,1902.6,4038.6,2157.9,-2152.5,1810.8,1407.9,1918.2,2289,2147.4,313.8,1518.3,1097.4,2090.4,-9.6,-24.3,5196.9,2415.9,-18.3,1350.6,1235.1,2446.5
181.6028,-2285.7,189.3,1456.2,1903.5,4053.3,2151.6,-2157,1818.6,6743.1,1903.8,2277.3,2145,305.4,1518.3,1098.6,2090.4,-9.3,-24.3,5179.2,2401.5,-18,1335.3,1227.3,2439.3
181.6061,-2215.5,223.2,1465.8,1922.1,4083.9,2151,-2158.8,1827.9,13782.6,1885.8,2258.4,2132.4,285.6,1507.2,1086.3,2110.5,-9.6,-24.9,5161.2,2384.7,-18.3,1319.1,1220.7,2425.2
181.6094,-2160,212.4,1473.9,1936.5,4096.8,2160.9,-2150.1,1827.3,13856.7,1882.8,2248.8,2124.9,284.4,1511.4,1080.6,2115.9,-9.3,-24,5152.8,2382,-18.6,1320.6,1220.1,2428.5
181.6128,-2180.4,168.9,1468.5,1926.9,4083,2168.4,-2146.8,1818,8076.9,1901.1,2268.6,2137.2,293.4,1518.9,1095,2121.3,-9.6,-24.3,5152.5,2391.9,-18.3,1332,1233.6,2437.5
181.6161,-2241.9,138,1448.7,1904.4,4054.2,2169,-2151.3,1803.6,2519.4,1910.7,2271.9,2145.9,306.6,1525.2,1100.7,2105.4,-9.3,-24.3,5166,2395.8,-18.3,1344.9,1233.9,2442.3
