Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3,X2,F7,F8,X1,A2,T6,T4
165.4794,-178.8,-137.4,-150.9,-257.1,207,-240.6,-419.4,-318,1852.5,-90.9,-936.6,-579.6,-842.1,-213.3,-229.2,-197.4,-8.7,-18.6,-191.1,-49.5,-14.1,-29.7,-514.8,-579
165.4828,-175.5,-138.3,-149.7,-258,212.1,-236.7,-413.1,-276.3,3853.2,-89.1,-923.7,-583.2,-822.6,-212.1,-227.4,-195.9,-8.4,-18.6,-188.1,-54.6,-14.1,-30.6,-508.5,-577.5
165.4861,-173.7,-140.7,-150.3,-261.9,202.5,-240,-417.3,-336,-2371.2,-85.5,-968.4,-585.6,-825.6,-210.9,-226.8,-192.6,-8.7,-18.6,-192.6,-48.6,-14.1,-22.2,-507.3,-579.6
165.4894,-171.9,-137.7,-147,-260.7,198.6,-236.4,-415.8,-401.1,-6594.9,-89.1,-983.1,-579,-819,-208.8,-229.2,-190.8,-8.7,-18.6,-191.1,-33.9,-14.1,-27.6,-499.5,-584.4
165.4928,-175.5,-140.4,-153,-262.8,192.6,-234,-417.9,-405,-5705.7,-93.6,-977.7,-573.6,-820.2,-209.4,-227.7,-193.8,-8.4,-18,-198.6,-29.7,-14.4,-24.6,-510.3,-586.8
165.4961,-173.1,-140.4,-153.9,-260.4,199.2,-230.4,-413.4,-378.3,-2889.9,-86.1,-959.4,-576,-824.7,-208.5,-228.3,-191.4,-7.8,-18.3,-193.2,-33.6,-14.1,-24,-506.4,-582.3
165.4994,-180.3,-148.2,-158.7,-265.8,206.1,-234,-409.2,-324.6,1778.4,-92.1,-938.1,-586.5,-830.1,-211.2,-228,-189.6,-8.1,-18.3,-201,-49.8,-14.4,-24.6,-507.6,-578.7
165.5028,-181.8,-150.3,-164.1,-269.4,206.1,-235.8,-414.6,-289.5,3779.1,-94.2,-928.8,-586.8,-831.9,-210.6,-229.2,-192,-8.7,-18.9,-201.9,-51.9,-14.1,-29.1,-511.5,-592.8
165.5061,-180.6,-152.1,-160.5,-268.8,201.3,-230.7,-414.6,-342.6,-2297.1,-84.9,-971.4,-592.2,-835.2,-212.1,-229.8,-192.3,-8.4,-18.6,-200.4,-42.9,-14.7,-20.7,-508.5,-593.4
165.5094,-178.2,-149.7,-159.3,-266.4,196.5,-237.3,-412.8,-409.5,-6743.1,-82.2,-992.7,-587.1,-834,-209.1,-227.7,-191.7,-8.4,-18.3,-201,-37.5,-14.7,-23.4,-502.8,-591.9
165.5128,-179.4,-149.1,-156.9,-261.3,199.8,-230.1,-411.3,-410.4,-5705.7,-81,-981.3,-573,-839.7,-208.2,-224.7,-189.9,-8.1,-18.3,-197.7,-34.5,-14.7,-14.1,-498.9,-581.7
165.5161,-178.8,-146.4,-155.7,-257.7,201,-235.5,-414.6,-379.5,-2815.8,-77.4,-964.5,-573.6,-837.3,-207.3,-222.3,-185.7,-8.7,-18.6,-197.1,-40.8,-14.4,-18.9,-496.5,-572.4
165.5194,-178.8,-145.5,-154.2,-258.3,212.4,-234.6,-416.1,-323.7,1852.5,-73.5,-929.4,-583.2,-834.3,-210,-225,-189.3,-8.1,-18,-198,-52.5,-14.1,-20.4,-502.2,-576.9
165.5228,-178.2,-142.5,-151.8,-250.2,218.1,-231.9,-416.1,-283.2,3779.1,-71.4,-919.8,-578.7,-827.7,-207,-221.7,-186.6,-8.7,-18.9,-190.8,-39.9,-13.8,-15.6,-496.5,-572.4
